Market,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Lease Rates
Metal/Currency,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,6 Month
Priced In,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,Pald
Price Type,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,% pa
Summary,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Average,Average,Average,Average,Average,Average,
"21/03/18",980.8,1002.6,1275.59,1304.28,104249.23,106616.48,970.85,995.85,1261.5,1294.15,103317.86,106008.23,973.78,998.15,1265.49,1297.44,103636.05,106266.78,
"22/03/18",985.4,1007.9,1269.99,1301.69,104058.24,106625.74,978.7,1003.7,1260.24,1292.59,103439.58,106131.77,982.17,1005.75,1266.58,1297.45,103857.9,106411.2,
"23/03/18",979.5,1004,1269.53,1300.69,102700.58,105329.64,969.97,994.52,1256.11,1288.24,101730.45,104345.04,976.34,1000.22,1265.9,1297.25,102365.43,104924.38,
"24/03/18",,,,,,,,,,,,,,,,,,,
"25/03/18",,,,,,,,,,,,,,,,,,,
"26/03/18",970.3,995.3,1254.47,1287.08,101900.91,104526.41,966.7,988.5,1250.39,1278.12,101401.25,103654.11,968.44,990.85,1253.23,1282.56,101622.44,104017.18,
"27/03/18",971.9,994.25,1256.82,1287.08,102671.52,104960.74,965.25,990.25,1245,1278.06,101727.7,104461.47,967.43,992.11,1250.15,1282.56,102124.8,104795.27,
"28/03/18",965,990,1259.3,1292.6,101835.99,104554.41,962.5,985.7,1251.07,1283.66,101505.25,103942.07,963.72,988.3,1253.73,1286.11,101674.99,104321.48,
"29/03/18",961.9,986.65,1256.28,1288.63,102562.14,105256.26,958.47,983.02,1248.01,1280.81,102077.06,104780.1,960.43,985.26,1253.17,1286.1,102391.9,105097.41,
"30/03/18",943,968,1227.86,1260.74,100391.78,103140.4,943,968,1223.88,1257.14,100052.3,102791.92,943,968,1226.46,1259.52,100174.89,102894,
"31/03/18",,,,,,,,,,,,,,,,,,,
"01/04/18",,,,,,,,,,,,,,,,,,,
"02/04/18",948.5,973.5,1235.19,1268.07,100844.52,103541.46,942,967,1225.6,1258.46,100106.34,102811.44,945.41,969.99,1230.99,1263.31,100499.75,103155.77,
"03/04/18",929.25,954.25,1210.15,1243.14,98565.55,101255.47,919.5,943.5,1196.18,1228.84,97392.33,99944.96,923.51,947.88,1202.38,1234.53,97790.1,100425.08,
"04/04/18",923.5,947,1201.54,1232.75,98343.52,100798.68,917,941.5,1191.38,1220.82,97376.23,100080.95,919.76,943.47,1195.58,1226.79,97874,100443.68,
"05/04/18",920.3,944,1196.59,1227.41,98499.71,101012.88,917,941.8,1186.75,1219.73,97871.41,100605.6,918.04,942.73,1191.74,1224.19,98160.61,100848.49,
"06/04/18",897.5,922.5,1168.4,1201.42,96269.77,98991.37,892.75,916.1,1162.43,1193.88,95711.73,98416.62,895.67,920,1166.3,1198.39,96040.82,98701.63,
"07/04/18",,,,,,,,,,,,,,,,,,,
"08/04/18",,,,,,,,,,,,,,,,,,,
"09/04/18",903.72,928.27,1178.56,1211.21,96752.26,99436.28,894.97,919.52,1163.7,1195.98,95681.11,98342.66,897.48,921.8,1167.68,1199.64,96015.56,98659.82,
"10/04/18",926.15,951.15,1199.32,1232.13,99246.23,101963.28,919.25,944.25,1193.13,1225.94,98083.98,100808.13,923.36,948.22,1195.64,1228.19,98774.08,101482.02,
"11/04/18",945.6,970.25,1220.44,1252.58,101122.85,103865.26,938.5,963.5,1209.56,1242.43,100475.81,103229.39,941.8,966.17,1214.41,1246.22,100820.96,103480.06,
"12/04/18",955.8,979.5,1231.07,1262.4,102069.88,104677.38,937.55,962.55,1210.68,1243.12,100139.72,102838.84,951.14,974.51,1226.3,1256.96,101614,104175.22,
"13/04/18",969.85,992.8,1243.4,1272.98,104375.26,106894.78,955,977.2,1229.88,1260.25,102442.85,104853.56,959.27,983.68,1233.68,1265.4,103031.25,105698.13,
"14/04/18",,,,,,,,,,,,,,,,,,,
"15/04/18",,,,,,,,,,,,,,,,,,,
"16/04/18",979.2,1003.25,1260.91,1293.47,105129.63,107825.71,976.7,999.7,1255.56,1285.79,104820.16,107187.83,978.02,1002.03,1258.35,1289.53,104911.51,107525.63,
"17/04/18",997.45,1022.45,1281.25,1313.53,106627.41,109320.35,982.22,1006.77,1262.49,1294.22,105038.61,107714.32,993.12,1017.48,1276.88,1308.61,106254.83,108919.01,
"18/04/18",1007,1032,1299.35,1332.3,107990.68,110743.92,1001.43,1025.9,1289.84,1320.84,107267.5,109993.88,1003.74,1028.14,1292.64,1324.4,107630.68,110293.31,
"19/04/18",1045.8,1068.4,1341.11,1370.8,112172.51,114724.79,1024.45,1048.8,1316.75,1349.02,110025.18,112671.92,1030.36,1054.59,1322.35,1353.9,110624.79,113278.92,
"20/04/18",1023.35,1048.35,1324.04,1357.09,109897.56,112655.69,1005.9,1030.9,1305.35,1338.66,108214.72,110968.77,1016.84,1041.82,1317.71,1350.62,109355.85,112100.29,
"21/04/18",,,,,,,,,,,,,,,,,,,
"22/04/18",,,,,,,,,,,,,,,,,,,
"23/04/18",1024.22,1048.77,1335.01,1367.37,110421.16,113120.33,1014.74,1039.74,1326.98,1358.3,109581.77,112303.08,1020.43,1044.17,1330.58,1361.9,110027.05,112638.47,
"24/04/18",975.35,1000.15,1282.72,1316.33,106098.57,108886.33,956.47,981.02,1258.02,1290.48,104092.63,106784.03,971.15,995.63,1276.93,1309.49,105627.49,108339.79,
"25/04/18",961.85,986.85,1270.49,1303.89,104970.03,107740.22,958.5,982,1262.1,1295.13,104438.99,107201.96,960.1,984.76,1265.83,1298.73,104628.7,107368.73,
"26/04/18",966.5,991.1,1276.75,1309.07,105706.11,108456.07,957.5,982.5,1265.7,1299.6,104664.33,107485.5,964.29,989.02,1273.58,1306.6,105422.74,108174.09,
"27/04/18",978.25,1003.25,1295.46,1328.1,106883.6,109665.26,970.97,995.5,1286.39,1319.27,106194.99,108917.66,975.88,1000.08,1292.2,1324.76,106606.72,109310.88,
"28/04/18",,,,,,,,,,,,,,,,,,,
"29/04/18",,,,,,,,,,,,,,,,,,,
"30/04/18",966,988.9,1277.2,1305.54,105429.24,107882.51,959.5,982.9,1268.84,1299.79,104691.05,107352.34,962.15,985.88,1271.75,1303.47,105006.79,107644.78,
"01/05/18",957.7,981.95,1271.34,1303.53,104667.03,107356.59,949.4,970.5,1260.44,1289.47,103894.29,106243.12,953,976.28,1264.93,1296.3,104210.27,106809.93,
"02/05/18",946.75,971.75,1259.65,1293.08,103934.22,106707.87,934.47,957,1247.79,1279.24,102670.22,105183.87,941.16,965.55,1254.57,1287.55,103295.22,106023.98,
"03/05/18",962,987,1278.86,1312.33,105444.82,108264.03,950.25,975.25,1268.01,1302.07,104327.95,107150.72,957.63,981.44,1274.31,1306.53,105011.92,107679.05,
"04/05/18",956,980.5,1269.28,1302.87,104280.48,107011.77,951.1,972.3,1261.42,1295.19,103736.48,106155.71,953.68,977.67,1265.41,1297.77,104015.05,106687.81,
"05/05/18",,,,,,,,,,,,,,,,,,,
"06/05/18",,,,,,,,,,,,,,,,,,,
"07/05/18",969.7,990.77,1290.87,1318.33,105978.51,108248.66,964.8,986.8,1282.13,1311.54,105176.57,107699.35,966.87,989.54,1284.76,1315.24,105444.6,107966.43,
"08/05/18",965.6,988.5,1288.87,1317.8,105134.53,107756.39,958.3,983.3,1277.25,1310.57,104464.28,107267.96,962.15,985.8,1282.05,1314,104842.54,107475.53,
"09/05/18",965,989.25,1297.39,1331.11,105734.49,108537.3,960.35,982.3,1288.89,1323.33,104726.17,107517.93,962.77,986.73,1294.79,1327.6,105393.44,108085.33,
"10/05/18",969.25,994.25,1297.41,1330.56,106418.78,109235.33,964.5,989.5,1291.65,1325.94,105931.04,108699.74,967.47,992.38,1295.27,1329.02,106198.43,108978.09,
"11/05/18",992.75,1017.75,1314.38,1347.66,108457.94,111219.72,984.1,1006.8,1305.87,1335.81,107719.59,110123.78,986.92,1010.59,1309.57,1341.44,107934.35,110572.47,
"12/05/18",,,,,,,,,,,,,,,,,,,
"13/05/18",,,,,,,,,,,,,,,,,,,
"14/05/18",986.1,1009.5,1305.47,1336.73,107810.31,110560.44,981.7,1005.6,1300.44,1331.92,107484.52,109952.3,984.35,1007.66,1303.02,1334.23,107652.01,110241.59,
"15/05/18",987.5,1012.5,1310.93,1344.09,108289.25,111101.63,966,990.7,1284.75,1318.87,106105.44,108940.63,980.62,1004.22,1303.4,1335.31,107641.63,110292.87,
"16/05/18",974.7,998.45,1303.98,1335.61,107395.81,110119.05,968.75,993.75,1295.98,1329.91,106839.73,109692.01,972.16,996.13,1300.48,1333.12,107165.02,109870.89,
"17/05/18",977.5,1002.5,1299.24,1333.24,107797.45,110618.76,970.22,994.77,1287.65,1321.6,107143.2,110002.75,974.9,999.8,1293.94,1327.56,107565.92,110379.41,
"18/05/18",972.2,996,1294.1,1326.23,107814.24,110565.96,967.1,991.3,1287.06,1320.69,107233.69,109925.26,970.09,994.1,1290.76,1323.3,107544.75,110269.83,
"19/05/18",,,,,,,,,,,,,,,,,,,
"20/05/18",,,,,,,,,,,,,,,,,,,
"21/05/18",960.9,985.45,1278.3,1310.09,106977,109699.96,958.72,980.1,1275.74,1305.76,106398.75,109163.54,960.25,984.02,1276.81,1308.82,106717.92,109413.16,
"22/05/18",987.9,1011.75,1299.53,1332.3,109706.3,112354.84,978.55,1002.3,1290.16,1321.95,108494.44,111238.25,981.41,1005.24,1293.47,1325.42,108873.79,111586.02,
"23/05/18",982.47,1007.02,1303.73,1333.38,108877.33,111658.38,973.47,998.02,1291.76,1324.69,106935.68,109682.4,980.36,1004.06,1298,1329.87,108271.81,110946.59,
"24/05/18",972.22,996.77,1285.16,1317.78,106772.45,109365.01,961,985,1270.32,1302.91,105402.48,108113.6,969.73,991.88,1281.92,1311.73,106268.44,108752.84,
"25/05/18",969.15,994.15,1280.42,1314.14,106170.38,108978.72,964.75,987.8,1272.76,1305.91,105408.59,108065.32,966.64,990.94,1276.7,1309.27,105801.91,108516.67,
"26/05/18",,,,,,,,,,,,,,,,,,,
"27/05/18",,,,,,,,,,,,,,,,,,,
"28/05/18",974.9,997.5,1288.7,1318.75,106693.06,109206.3,967.49,993,1278.73,1312.52,105862.76,108693.78,970.87,994.99,1282.72,1314.9,106252.63,108939.12,
"29/05/18",976.2,999.6,1296.76,1327.66,106722.07,109298,970,992.4,1287.15,1317.49,105478.97,107796.36,973.62,997.3,1291.87,1323.79,106152.08,108797.49,
"30/05/18",969,993.52,1292.82,1326.55,105407.82,108097.98,965.8,988.7,1284.35,1312.67,104806.03,107451.92,967.28,991.7,1289.25,1322.28,105033.91,107744.99,
"31/05/18",979.2,1003.27,1294.04,1325.74,106574.89,109348.8,976,1000,1288.11,1321.18,106053.35,108763.74,977.43,1001.68,1291.14,1323.57,106259.01,108943.54,
"01/06/18",980.4,1004.26,1298.89,1330.15,107040.07,109695.32,976.15,1000.15,1291.59,1325.12,106384.69,109146.37,978.31,1002.76,1294.59,1327.38,106660.76,109374.8,
"02/06/18",,,,,,,,,,,,,,,,,,,
"03/06/18",,,,,,,,,,,,,,,,,,,
"04/06/18",999.25,1024.25,1312.87,1346.19,109477.83,112257.8,990.8,1015.8,1303.47,1336.54,108542.14,111301.21,994.9,1019.94,1308.18,1341.46,109027.88,111818.19,
"05/06/18",986.8,1010.5,1290.66,1323.34,108449.32,111082.6,980.81,1004.1,1283.61,1315.82,107692.94,110230.1,983.56,1007.7,1287.36,1319.37,108041.09,110746.76,
"06/06/18",988.5,1012.5,1292.49,1324.98,108804.2,111496.5,984.1,1006.5,1284.59,1315.69,108050.97,110625.34,984.93,1008.95,1287.62,1319.42,108228.75,110919.51,
"07/06/18",1009.8,1034.8,1318.79,1351.8,111219.37,113959.85,1005.45,1029.45,1312.6,1344.28,110514.51,113198.32,1007.79,1032.42,1316.09,1348.78,110830.37,113595.97,
"08/06/18",1005.4,1030.2,1321.24,1354.62,110362.76,113136.56,1000.3,1024.9,1314.32,1347.46,109333.88,112117.65,1002.37,1027.11,1317.48,1350.53,109866.68,112640.5,
"09/06/18",,,,,,,,,,,,,,,,,,,
"10/06/18",,,,,,,,,,,,,,,,,,,
"11/06/18",1005.05,1029.75,1321.04,1353.81,110397.35,113128.44,1002.5,1024.5,1317.39,1346.43,109730.02,112100.79,1003.86,1027.8,1319.29,1351.22,110129.73,112811.6,
"12/06/18",1012.1,1036.2,1333.47,1361.99,111654.87,114235.3,1008.9,1032.1,1324.96,1355.65,111263.43,113843.45,1010.32,1033.82,1327.21,1358.57,111416.34,114066.52,
"13/06/18",1011.7,1035.77,1336.53,1369.34,111840.93,114618.31,999.7,1020.7,1319.21,1347.28,110566.82,112930.25,1009.06,1033.2,1332.94,1365.3,111540.31,114262.31,
"14/06/18",1005.15,1030.15,1328.86,1362.09,110506.19,113285.6,999.65,1023.8,1320.74,1353.64,110211.41,112699.9,1001.56,1025.82,1324.19,1356.59,110302.14,113015.29,
"15/06/18",1001.7,1025.5,1341.28,1373.88,110938.28,113595.72,994.48,1019.3,1331.83,1366.23,109850.26,112703.51,999.44,1022.5,1338.63,1370.02,110570.72,113177.59,
"16/06/18",,,,,,,,,,,,,,,,,,,
"17/06/18",,,,,,,,,,,,,,,,,,,
"18/06/18",980.9,1003.77,1317.53,1350.06,108369.83,111087.23,976.1,998.4,1311.08,1341.39,107888.33,110393.09,978.67,1002.43,1314.82,1347.19,108116.04,110792.3,
"19/06/18",982.5,1005.5,1325.25,1357.68,108337.23,111140.44,969.85,993.85,1315.05,1347.96,106411.94,109094.91,977.73,1001.46,1321.74,1354.33,107424.51,110093.48,
"20/06/18",961.72,986.66,1302.18,1336.39,105981.54,108746.13,958.6,982.2,1296.44,1327.48,105465.17,108218.8,960.31,984.76,1299.01,1332.52,105731.33,108476.72,
"21/06/18",956.1,981.1,1297.99,1332.11,105737.63,108532.31,950.4,973.1,1292.81,1324.27,105033.96,107683.25,953.69,978.1,1294.84,1328.3,105396.09,108135.46,
"22/06/18",948.2,973.2,1280.57,1313.16,104377.86,107188.25,941,965.2,1274.38,1308.41,103378.26,106152.7,944.45,968.82,1276.72,1310.28,103859.33,106603,
"23/06/18",,,,,,,,,,,,,,,,,,,
"24/06/18",,,,,,,,,,,,,,,,,,,
"25/06/18",949.8,973.5,1277.27,1311.29,104402.02,106833.29,940.3,965.3,1267.42,1301.47,102878.22,105681.04,945.77,970.02,1273.54,1306.46,103580.28,106281.02,
"26/06/18",934.9,958.66,1260.48,1294.77,102502.44,105211.84,929.31,954.31,1254.35,1288.58,101761.68,104572.61,932.2,956.76,1257.65,1291.34,102097.95,104849.02,
"27/06/18",952.36,977.3,1291.94,1326.09,104702.46,107434.59,938.78,963.78,1272.58,1307.32,103021.72,105851.96,948.29,972.38,1284.63,1317.94,104186.52,106902.61,
"28/06/18",945.5,969.25,1286.04,1320.04,104231.92,106901.56,939,964,1279.12,1313.31,103552.92,106358.12,942.83,966.92,1282.86,1316.11,103901.41,106610.27,
"29/06/18",941.33,966.33,1275.33,1309.74,104092.27,106905.09,929.65,954.65,1265.69,1297.19,102670.55,105479.28,936.45,960.45,1270.03,1303.12,103547.55,106262.3,
"30/06/18",,,,,,,,,,,,,,,,,,,
"01/07/18",,,,,,,,,,,,,,,,,,,
"02/07/18",947.9,970.52,1281.12,1312.4,104951.49,107534.2,939.9,962.2,1274.86,1305.45,104046.93,106563.65,942.98,966.96,1276.73,1309.66,104458.16,107169.44,
"03/07/18",937,962,1276.57,1310.81,103868.57,106637.7,931.72,956.27,1259.97,1294.3,103243.89,106012.09,933.68,958.15,1269.85,1303.63,103522.85,106294.68,
"04/07/18",942.95,966.95,1272.19,1304.93,104063.96,106751.28,931.25,956.25,1260.66,1295.03,102865.88,105703.88,937.48,961.88,1266.91,1300.3,103493.36,106236.14,
"05/07/18",941.1,965.7,1275.2,1309.25,103982.14,106724.44,936.5,961.5,1267.77,1301.96,103548.81,106370.75,939.51,964.35,1272.91,1306.96,103789.94,106586.39,
"06/07/18",941.9,965.25,1274.91,1306.01,104205.22,106853.18,934.5,958,1260.62,1294.07,103374.39,105973.96,938.61,962.21,1269.1,1301.47,103841.39,106508.94,
"07/07/18",,,,,,,,,,,,,,,,,,,
"08/07/18",,,,,,,,,,,,,,,,,,,
"09/07/18",951.25,976.25,1273.15,1306.02,105075.08,107865.86,943.1,967.2,1268.97,1301.05,104108.81,106846.58,948.05,971.93,1271.34,1303.71,104691.87,107372.26,
"10/07/18",951.8,976.5,1274.61,1306.88,105740.2,108508.68,938.5,963.5,1260.23,1293.92,104304.89,107121.93,947.5,971.27,1268.88,1301.04,105200.38,107881.29,
"11/07/18",934.2,957.5,1258.52,1292.6,103742.91,106384.75,926.3,950.9,1249.39,1282.92,102671.09,105445.3,930.57,954.81,1254.65,1287.85,103268.1,106010.61,
"12/07/18",931.75,956.75,1262.15,1296.29,104669.42,107513.44,927,951.77,1256.43,1291.13,103749.84,106585.92,929.19,954,1259.53,1293.67,104235.41,107072.23,
"13/07/18",941,966,1268.37,1302.24,105937.78,108771.6,930.8,955.8,1259.11,1293.05,104957.01,107831.3,936.71,961.67,1264.43,1298.5,105506.3,108362.51,
"14/07/18",,,,,,,,,,,,,,,,,,,
"15/07/18",,,,,,,,,,,,,,,,,,,
"16/07/18",933.3,958.1,1257.18,1290.8,104893.59,107719.18,929.5,954.1,1250.84,1284.66,104466.51,107269.46,931.51,956.31,1254.19,1287.97,104728.01,107560.61,
"17/07/18",913.95,938.95,1231.61,1265.7,102636.59,105509.81,908.85,932.9,1225.03,1259.07,102054.77,104908.71,911.96,936.65,1228.47,1262.21,102459.85,105286.68,
"18/07/18",905.5,930.5,1228.57,1262.76,102212.84,105118.59,898.25,923.25,1221.78,1255.95,101520.22,104373.41,902.83,927.75,1224.45,1258.57,101990.26,104850.76,
"19/07/18",899.9,924.9,1215.26,1249.19,101414.06,104254.73,889.65,914.65,1206.47,1240.54,100494.86,103346.3,897.06,921.3,1210.9,1244.11,101160.03,103947.96,
"20/07/18",880.5,905.5,1195.84,1229.96,98994.62,101832.53,863,885.4,1171.6,1206.25,96940.79,99518.96,869.38,893.55,1181.51,1214.83,97680,100450.85,
"21/07/18",,,,,,,,,,,,,,,,,,,
"22/07/18",,,,,,,,,,,,,,,,,,,
"23/07/18",885,910,1191.92,1225.92,98174.95,100955.4,878.5,900.2,1183.32,1214.03,97460.79,99940.2,881.57,905.77,1187.69,1220.76,97802.44,100537.36,
"24/07/18",905.75,930.75,1227.14,1261.69,100719.4,103573.86,898.22,922.77,1218.09,1252.23,99953.92,102768.89,901.87,926.54,1222.03,1256.08,100338.81,103146.99,
"25/07/18",916.72,941.27,1235.47,1268.73,101930.1,104678.64,902.25,926.9,1216.34,1249.7,100348.98,103165.83,905.92,930.14,1222.22,1255.31,100757.2,103497.67,
"26/07/18",927.7,952.5,1248.49,1282.31,102854.1,105528.47,921.75,946.75,1238.91,1271.5,102072.78,104875.58,924.85,948.77,1242.43,1275.04,102422.34,105122.39,
"27/07/18",922.4,945.77,1248.17,1280.37,102349.5,105020.63,918.5,939.7,1244.89,1274.69,102016.62,104513.43,920.38,943.98,1246.37,1278.72,102209.63,104875.53,
"28/07/18",,,,,,,,,,,,,,,,,,,
"29/07/18",,,,,,,,,,,,,,,,,,,
"30/07/18",919.9,942.05,1242.77,1274.09,102127.3,104653.28,915,939,1238.16,1270.11,101601.6,104246.92,917.1,940.87,1239.96,1272.56,101834.76,104525.03,
"31/07/18",921.7,945.2,1243.69,1276.09,102363.74,105037.19,915.5,938.3,1233.66,1264.9,101863.85,104554.77,919.59,942.87,1239.1,1270.83,102166.27,104796.56,
"01/08/18",924.7,947.77,1246.06,1279.23,103344.47,106113.19,919,940.7,1240.55,1270.87,102927.91,105499.51,922.06,945.31,1243.69,1275.49,103174.91,105828.9,
"02/08/18",911.6,934.52,1236.24,1267.57,101670.75,104385.88,906.5,930.2,1227.05,1260.6,101138.21,103912.64,908.68,932.88,1229.45,1262.63,101398.27,104145.53,
"03/08/18",907.01,931.01,1232.23,1264.27,101285.81,103994.56,903.05,926.4,1225.97,1259.67,100871.78,103571.52,905.13,929.16,1229.08,1262.2,101075.03,103808.46,
"04/08/18",,,,,,,,,,,,,,,,,,,
"05/08/18",,,,,,,,,,,,,,,,,,,
"06/08/18",907.8,930.5,1227.17,1258.39,100967.24,103620.48,901.97,926.52,1219.7,1253.24,100344.16,103074.98,904.85,928.22,1223.46,1255.57,100659.93,103316.32,
"07/08/18",903.11,927.11,1216.97,1249.47,100470.99,103168.8,895.5,918.5,1212.1,1242.9,99687.06,102238.24,898.85,922.51,1213.86,1246.41,100028.77,102723.3,
"08/08/18",904.3,927.65,1217.09,1249.53,100729.98,103321.66,894.2,916.1,1203.99,1233.97,99184.66,101668.78,900.87,924.13,1213.14,1245.02,100204.72,102847.82,
"09/08/18",897.2,921.02,1205.84,1238.9,99544.34,102175.74,886.22,910.77,1195.01,1228.45,98388.14,101150.12,893.82,917.7,1202.64,1235.05,99124.85,101806.74,
"10/08/18",895.2,919.75,1221.96,1254.14,99355.78,102216.74,889.95,914.95,1212.68,1246.63,98737.28,101353.09,893.49,917.74,1215.56,1249.14,99081.22,101830,
"11/08/18",,,,,,,,,,,,,,,,,,,
"12/08/18",,,,,,,,,,,,,,,,,,,
"13/08/18",900.3,921.8,1235.18,1264.62,99589.13,102006.39,889.5,910.7,1222.51,1252.51,98156.33,100562.83,894.32,917.06,1228.81,1260.63,98620.94,101191.98,
"14/08/18",886.25,911.25,1218.55,1253.78,98435.79,101294.55,879.1,900.2,1209.09,1238.55,97228.46,99616.13,881.56,904.85,1212.51,1244.95,97715.61,100344.54,
"15/08/18",888.3,912.5,1229.82,1261.58,98885.56,101606.88,875.72,900.27,1211.57,1246.22,97450.12,100245.06,883.95,907.97,1223.65,1257.39,98354.93,101080.18,
"16/08/18",854.72,879.27,1176,1210.12,94702.98,97467.08,825.9,848.6,1142.17,1173.88,91336.28,93889.1,838.9,863.07,1156.38,1190.16,92877.69,95602.87,
"17/08/18",891.5,917,1225.43,1260.83,98687.94,101585.26,875.5,902.5,1205.42,1243.46,97022.91,100096.28,881.71,907.46,1213.04,1248.95,97714.4,100620.05,
"18/08/18",,,,,,,,,,,,,,,,,,,
"19/08/18",,,,,,,,,,,,,,,,,,,
"20/08/18",906.49,936.1,1239.56,1281.28,100257.79,103607.55,896.9,924.8,1227.39,1266.33,99102.64,102329.12,901.26,928.08,1233.51,1270.59,99630.01,102637.07,
"21/08/18",905.9,934.1,1230.34,1269.16,99793.94,102956.5,897.75,922.75,1221.59,1256.13,98680.68,101484.05,902.54,929.7,1227.35,1264.8,99278.77,102319.07,
"22/08/18",908.25,933.25,1234.2,1268.52,100288.97,103096.13,899.49,925.5,1222.8,1258.39,99078.82,101985.63,903.22,927.96,1228.1,1262.19,99608.57,102388.3,
"23/08/18",914.7,940.3,1251.03,1285.49,101068.18,104015.99,901.49,928.7,1234.92,1273.81,99903.12,102955.68,908.7,934.26,1244.07,1279.51,100633.16,103526.33,
"24/08/18",915.4,938.91,1257.42,1290.6,101966.41,104603.96,904.05,927.1,1244.47,1278.86,100647.89,103241.86,908.72,931.98,1249.82,1282.23,101196.15,103832.15,
"25/08/18",,,,,,,,,,,,,,,,,,,
"26/08/18",,,,,,,,,,,,,,,,,,,
"27/08/18",930.3,956,1268.76,1302.59,103489.29,106421.92,923,946.6,1262.65,1295.29,102563.76,105233.52,927.76,952.24,1266.54,1300.48,103085.77,105861.29,
"28/08/18",939.25,963.25,1280.68,1313.58,104557.31,107257.89,933.49,959,1271.61,1306.9,103729.41,106612.03,936.92,961.04,1276.29,1309.58,104177.02,106906.3,
"29/08/18",938,963,1276.54,1311.45,104296.22,107162.64,926.49,952.8,1262.25,1297.74,102970.1,105951.36,930.28,955.75,1269.08,1304.43,103440.1,106333.51,
"30/08/18",971.75,996.75,1332.99,1367.85,108398.71,111247.27,944.99,970.5,1297.71,1333.1,105508.13,108395.15,953.11,978.55,1306.67,1342.17,106386.67,109291.36,
"31/08/18",967.4,992.8,1333.84,1368.36,107333.03,110240.51,958.99,984.2,1320.38,1355.46,106438.3,109295.41,962.91,987.73,1327.38,1362.06,106831.17,109637.34,
"01/09/18",,,,,,,,,,,,,,,,,,,
"02/09/18",,,,,,,,,,,,,,,,,,,
"03/09/18",975.47,1000.02,1352.19,1386.92,108257.66,111022.22,968,992.5,1346.51,1381.59,107341.52,110197.28,970.24,995.42,1348.91,1384.43,107657.47,110504.75,
"04/09/18",971.05,997.5,1349.1,1384.42,107903.08,110872.13,958.2,983.25,1334.35,1370.47,106768.22,109593.05,967.71,993.1,1343.11,1378.85,107581.78,110455.85,
"05/09/18",975.22,1000.9,1357.75,1396.15,108834.55,111680.42,964.27,989.27,1346.56,1381.86,107429.32,110254.14,971.97,997.7,1352.55,1388.99,108359.36,111292.76,
"06/09/18",975,999,1354.54,1388.27,108537,111258.63,959.8,984.8,1337.53,1373.69,106892.93,109716.57,966.3,991.26,1344.41,1379.52,107578.67,110401.4,
"07/09/18",966.49,993,1349.85,1387.45,106971.11,109964.82,962.1,988.3,1337.98,1373.65,106408.26,109335.63,963.81,989.63,1343.56,1380.14,106577.76,109494.38,
"08/09/18",,,,,,,,,,,,,,,,,,,
"09/09/18",,,,,,,,,,,,,,,,,,,
"10/09/18",969.81,994.81,1363.64,1399.21,107675.49,110433.86,966.1,990.3,1357.45,1392.44,107140.49,109923.3,968.06,992.72,1361.23,1396.39,107414.58,110204.16,
"11/09/18",972.9,996.9,1365.67,1399.75,108419.98,111169.54,960.99,986,1350.84,1386.39,107025.46,109860.12,967.68,992.38,1359.49,1394.73,107757.05,110564.49,
"12/09/18",965.75,992.5,1358.83,1396.31,107797.02,110812.63,961.49,986.5,1350.51,1386.7,107177.29,110004.62,963.04,988.81,1355.03,1391.81,107378.14,110308.72,
"13/09/18",969,993,1347.71,1383.18,107975.67,110679.78,964.7,990.25,1342.5,1378.01,107236.05,110131.26,966.5,991.63,1345.32,1380.85,107624.92,110486.14,
"14/09/18",976.5,1000.5,1353.91,1387.46,109172.7,111895.92,971.2,995.4,1348.07,1381.57,108624.18,111337.73,972.93,996.85,1351.86,1385.44,108862.69,111581.55,
"15/09/18",,,,,,,,,,,,,,,,,,,
"16/09/18",,,,,,,,,,,,,,,,,,,
"17/09/18",969.2,992.02,1351.18,1386.06,108501.94,111123.84,964.7,987.9,1348,1381.68,108017.46,110704.07,966.27,990.53,1349.59,1383.83,108185.02,110944.49,
"18/09/18",981.8,1007,1363.23,1398.61,109972.23,112773.93,971.22,994.4,1348.06,1383.12,108456.14,111154.03,975.73,999.75,1357.95,1391.8,109185.96,111923.58,
"19/09/18",1005.5,1030.5,1388.62,1424.13,112964.38,115848.81,990.49,1021.85,1370.73,1415.42,111192.41,114723.1,1001.72,1026.68,1384.21,1419.16,112498.89,115350.45,
"20/09/18",1033.5,1054.6,1420.81,1451.76,115927.7,118394.52,1023.47,1047.7,1408.96,1443.71,114853.8,117719.57,1028.42,1051.66,1416.03,1448.59,115377.26,118045.7,
