Market,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Lease Rates
Metal/Currency,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,6 Month
Priced In,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,Pald
Price Type,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,% pa
Summary,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Average,Average,Average,Average,Average,Average,
"01/01/16",,,,,,,,,,,,,,,,,,,
"02/01/16",,,,,,,,,,,,,,,,,,,
"03/01/16",,,,,,,,,,,,,,,,,,,
"04/01/16",552,576,758.31,789.8,66333.84,69350.4,536.56,556.5,743.26,771.42,63856.01,66290.28,543.46,566.14,750.97,782.81,65029.23,67839.57,
"05/01/16",535.95,557,743.86,773.18,63954.91,66700.75,528.47,553.02,735.72,770.44,62983.05,66036.12,531.75,555.48,738.54,771.93,63461.31,66397.36,
"06/01/16",526.5,550,737.86,771.55,62464.5,65554.5,519.15,541,728.4,761.01,61542.98,64211.29,521.99,545.44,733.14,766.43,61898.57,64750.89,
"07/01/16",499.35,524.35,709.62,744.67,59217.92,62250.83,487.2,507.1,690.48,718.98,57494.47,59883.44,496.17,519.01,703.82,736.63,58570.74,61332.12,
"08/01/16",489.5,512.27,696,726.11,57873.59,60709.12,480.45,504.8,684.11,714.51,56577.79,59567.28,485.39,509.01,689.41,723.32,57287.55,60125.43,
"09/01/16",,,,,,,,,,,,,,,,,,,
"10/01/16",,,,,,,,,,,,,,,,,,,
"11/01/16",484.22,508.77,697.62,733.52,56598.1,59510.83,475.72,499.05,683.11,715.62,55621.18,58503.63,478.34,502.07,686.28,720.72,56086.56,58925.39,
"12/01/16",469.5,490,671.87,700.99,55213.2,57751.4,445.5,467.5,641.19,672.29,52225.97,54856.45,454.82,477.31,652.53,685.12,53414.73,56106.71,
"13/01/16",468.5,488.5,665.67,694.58,55390.76,57804.21,457.6,478.6,653.43,684.29,53809.18,56441.3,461.3,484,656.91,689.72,54456.53,57210.9,
"14/01/16",481.5,502.5,693.01,723.13,56754.41,59279.93,471,495.5,678.38,714.26,55272.91,58204.05,474.72,498.31,683.44,717.84,55801.86,58649.12,
"15/01/16",486,511,697.77,734.2,57313.98,60353.8,480.4,500.5,688.63,718.08,56574.13,59084.03,482.91,507.07,693.51,728.72,56909.39,59840.04,
"16/01/16",,,,,,,,,,,,,,,,,,,
"17/01/16",,,,,,,,,,,,,,,,,,,
"18/01/16",485.18,509.06,707.26,740.89,56779.57,59758.55,480,501.5,695.05,727.34,56230.2,58775.8,482.71,506.49,700.33,735.28,56533.85,59391.04,
"19/01/16",494.25,514.7,714.75,744.75,58237.48,60703.72,482.23,503.2,699.93,730.55,56584.87,59181.35,484.93,508.09,704.15,738.24,57007.34,59785.62,
"20/01/16",486,509.5,703.34,739.98,57158.46,59840.78,479.21,501.21,698.13,731.69,55669.83,58270.67,482.56,506.55,700.83,736.09,56499.54,59358.82,
"21/01/16",489,513,707.36,742,57305.91,60221.07,481.75,504.01,697.99,731.19,56350.3,58933.89,485.91,509.1,702.99,736.95,56832.32,59595.44,
"22/01/16",493.6,517.5,705.04,738.16,58208.33,61178.85,488.5,512.5,696.94,730.47,57515.99,60418.63,491.23,515.08,700.45,734.96,57893,60801.05,
"23/01/16",,,,,,,,,,,,,,,,,,,
"24/01/16",,,,,,,,,,,,,,,,,,,
"25/01/16",490.2,514,701.59,734.41,58093.6,61052.92,483.22,505.9,692.49,725.2,57150.43,59873.27,487.44,510.69,696.34,729.9,57777.14,60580.63,
"26/01/16",,,,,,,,,,,,,,,,,,,
"27/01/16",486.4,510,693.96,727.05,57400.06,60348.3,482.05,506.7,684.92,720.96,56987.48,59856.47,483.75,508.33,688.5,723.82,57174.46,60130.41,
"28/01/16",493.65,517.65,697.25,731.45,58640.68,61522.7,487.63,509,691.87,724.12,57793.5,60450.53,488.9,512.73,693.95,728.16,58008.25,60915.37,
"29/01/16",487.65,511.4,685.28,717.75,58812,61725.98,481.35,506.35,677.29,712.67,57154.05,60162.07,483.96,508.08,681.05,715.34,58110.8,61068.46,
"30/01/16",,,,,,,,,,,,,,,,,,,
"31/01/16",,,,,,,,,,,,,,,,,,,
"01/02/16",492.25,514.15,697.15,728.67,59596.71,62399.88,487.23,509.85,688.66,721.07,59052.28,61849.16,489.56,512.21,692.61,725.02,59312.72,62155.68,
"02/02/16",494,519,695.58,731.09,59734.48,62809.38,488.86,508.9,689.4,720.63,58963.75,61434.41,490.84,513.48,692.96,725.33,59237.32,62027.13,
"03/02/16",486.97,511.52,690.74,725.97,58308.29,61353.06,479.5,503.5,682.95,717.65,57329.02,60268.95,483.27,507.12,687.3,721.6,57822.7,60757.66,
"04/02/16",504.2,527.35,702.52,734.78,59495.6,62369.68,497.1,517.4,689.75,718.11,58453.99,60872.11,501.41,525.14,698.51,731.96,59105.73,61965.73,
"05/02/16",506.15,531.15,704.16,739.35,59158.81,62117.99,501.93,526.93,696.64,731.85,58575.23,61561.23,504.25,528.87,701.2,735.86,58853.79,61784.74,
"06/02/16",,,,,,,,,,,,,,,,,,,
"07/02/16",,,,,,,,,,,,,,,,,,,
"08/02/16",493.05,518,695.41,730.65,57814.11,60776.94,488.5,512.3,687.93,723.34,57110.54,60064.1,491.08,515.34,692.11,726.63,57539.03,60422.84,
"09/02/16",506.76,528.74,720.01,751.06,58323.01,61076.27,499.25,521.5,709.32,739.44,57215.11,59852.56,502.64,526.01,713.58,747.17,57829.46,60574.61,
"10/02/16",508.46,532.74,719.99,754.86,58420.56,61382.3,499.8,519.3,701.77,729.35,57368.59,59735.08,504.97,527.78,714.29,746.89,57876.87,60582.56,
"11/02/16",521.85,543.77,742.53,773.94,58404.54,61063.31,510.75,532.75,718.11,749.4,56851.58,59337.7,513.62,537.07,723.59,756.99,57833.82,60529,
"12/02/16",515.5,536.6,725.75,756.85,57967.98,60390.76,509.72,531.3,715.59,748.73,57186.3,59765.94,511.56,534.82,719.93,752.99,57476.78,60153.94,
"13/02/16",,,,,,,,,,,,,,,,,,,
"14/02/16",,,,,,,,,,,,,,,,,,,
"15/02/16",510.85,535.35,716.37,748.7,58144.95,60997.78,504.13,529.13,704.09,739.21,57414.35,60143.65,508.11,532.05,711.39,745.23,57749.66,60543.22,
"16/02/16",504.5,527.5,703.14,738.38,57820.75,60468.96,498.6,521.8,695.49,727.63,56779.7,59659.65,500.93,524.98,699.24,733.18,57380.46,60216.09,
"17/02/16",504.5,528.2,711.77,744.57,57396.97,60146.13,499.15,521.5,701.84,734.51,56878.07,59398.85,501.14,524.18,705.19,738.01,57090.34,59777.09,
"18/02/16",508.69,531,710.36,742.14,57894.01,60523.38,499.43,522.7,697.24,731.87,56825.15,59478.03,504.89,527.03,705.39,736.73,57472.02,60087.02,
"19/02/16",495.92,518,696.52,728.24,56098.47,58777.46,491.49,513.5,689.32,722.12,55436.29,58087.12,493.33,516.19,693.23,725.64,55718.82,58364.32,
"20/02/16",,,,,,,,,,,,,,,,,,,
"21/02/16",,,,,,,,,,,,,,,,,,,
"22/02/16",491.16,514.01,685.99,720.09,55574.75,58040.88,486.25,511.25,678.44,711.25,54878.18,57743.07,488.09,512.37,680.44,714.6,55064.09,57871.97,
"23/02/16",488.5,512,675,708.44,54894.24,57717.01,484,508.5,670.27,702.93,54317.74,57013.02,486.02,510.39,672.09,706.16,54553.11,57335.33,
"24/02/16",490.5,515,682.17,716.87,54940.91,57746.95,486.5,510.3,676.92,710.81,54399.18,57051.54,488.91,512.76,679.96,713.48,54685.71,57429.18,
"25/02/16",483.65,507.38,672.86,707.45,54294.55,57029.51,476.73,501.73,662.49,697.72,53395.38,56284.07,479.87,504.48,668.65,703.31,53820.07,56646.22,
"26/02/16",475.5,499,655.95,689.2,53603.75,56447.42,470,493.26,649.77,683.66,52977.57,55600.27,472.57,496.68,653.19,686.88,53298.52,56094.39,
"27/02/16",,,,,,,,,,,,,,,,,,,
"28/02/16",,,,,,,,,,,,,,,,,,,
"29/02/16",482.83,505.5,676.95,708.64,54554.96,57144.91,473,496.6,663.95,697.08,53718.61,56483.28,478.32,501.32,670.77,703.41,54150.23,56829.11,
"01/03/16",495.5,519,691.1,726.28,56001.41,58761.18,481.75,505.9,673.88,709.05,54061.99,56868.22,487.88,511.25,683.29,716.35,54885.36,57569.16,
"02/03/16",508.5,531.95,704.39,736.77,58101.83,60828.48,502.97,524.8,696.25,726.57,57258.1,59827.2,505.64,527.74,700,730.93,57650.71,60239.85,
"03/03/16",509.2,533.19,696.48,728.7,57967.33,60810.32,502.53,526.5,687.76,720.64,57172.43,60015.74,504.79,528.93,690.9,724.35,57457.6,60274.25,
"04/03/16",532.6,555,722.17,752.75,60588.58,63147.9,525.85,546.5,714.97,742.53,59643.51,62111.06,527.63,551.18,716.53,748.83,59929.87,62665.29,
"05/03/16",,,,,,,,,,,,,,,,,,,
"06/03/16",,,,,,,,,,,,,,,,,,,
"07/03/16",,,,,,,,,,,,,,,,,,,
"08/03/16",563.98,587.9,758.55,792.21,63678.98,66409.18,558.9,580,752.22,782.09,63158.57,65615.4,561.2,583.55,755.58,786,63371.46,65971.4,
"09/03/16",548.5,573.5,737.63,771.77,61722.71,64644.92,539.25,563.5,725.23,758.62,60692.59,63517.72,543.91,567.36,731.25,763.21,61178.21,63900.49,
"10/03/16",557,578,743.46,774.18,63169.37,65536.52,548.22,572.5,733.5,766.66,62244.9,65047.45,551.15,575.17,736.89,769.41,62564.94,65368.07,
"11/03/16",564.5,589.5,755.18,788.84,64115.43,66886.88,560,580.7,747.23,775.82,63184.8,66028.95,561.9,585.99,750.77,783.27,63681.45,66475.12,
"12/03/16",,,,,,,,,,,,,,,,,,,
"13/03/16",,,,,,,,,,,,,,,,,,,
"14/03/16",563.75,587.25,748.67,780.5,64160.39,66958.25,558.97,583.52,738.21,770.73,63538.12,66392.91,561.32,585.94,741.52,774.37,63861.31,66751.26,
"15/03/16",557.35,582.35,743.32,775.33,63381.84,66323.84,553.4,576.8,737.92,770.79,62534.54,65434.01,554.61,578.9,740.22,773.01,62949.22,65799.54,
"16/03/16",558,582,749.6,779.53,63305.1,66052.04,553.68,574.5,742.11,770.42,62754.09,65349.38,555.64,579.57,744.71,777.12,62984.07,65764.58,
"17/03/16",571.72,596.5,755.81,789.33,64570.06,67450.06,567,590.2,745.12,776.99,63506.93,66362.09,569.6,594.1,750.83,783.51,64111.84,66953.21,
"18/03/16",584.95,608,764.24,794.58,65046.44,67696.25,579.8,604.2,758.36,789.75,64525.94,67206.43,582.15,606.18,760.94,792.77,64721.45,67477.56,
"19/03/16",,,,,,,,,,,,,,,,,,,
"20/03/16",,,,,,,,,,,,,,,,,,,
"21/03/16",580.5,603,765.33,796.14,64656.09,67201.5,573.6,598.1,753.15,785.22,63858.89,66658.25,577.34,600.93,760.51,791.89,64292.77,66968.51,
"22/03/16",593,618,781.44,814.9,66374.41,69208.89,588,611.4,774.09,804.44,65756.41,68342.29,590.91,614.26,778.77,809.96,66081.22,68746.27,
"23/03/16",595.05,618.15,780.91,811.86,66728.91,69399.7,579.5,600.4,760.7,789.38,65060.47,67563.01,587.66,610.73,770.63,801.28,65981.74,68629.83,
"24/03/16",574.5,599.5,763.35,797.1,64562.31,67443.75,565.15,587.5,752.89,784.27,63748.92,66317,568.63,592.98,757.41,790.28,64064.38,66862.78,
"25/03/16",,,,,,,,,,,,,,,,,,,
"26/03/16",,,,,,,,,,,,,,,,,,,
"27/03/16",,,,,,,,,,,,,,,,,,,
"28/03/16",,,,,,,,,,,,,,,,,,,
"29/03/16",561.1,583.9,745.55,775.52,63774.63,66378.96,557.9,579.6,737.51,768.11,63244.14,65760.4,559.2,581.68,741.52,771.66,63500.53,66099.82,
"30/03/16",568,592,743.07,774.56,63860.24,66576.32,562.5,587.1,736.94,766.48,63331.88,65901.46,565.89,589.49,740.03,771.3,63579.26,66282.02,
"31/03/16",559.72,584.5,729.75,761.86,62873.35,65686.11,552.45,577.4,722.82,753,62134.05,64876.66,555.78,579.86,725.75,757.4,62450.67,65187.81,
"01/04/16",563.61,586.7,734.06,765.29,63237.04,65962.68,552.5,577.5,719.03,752.05,61996.03,64916.78,557.54,581.76,726.49,758.48,62560.41,65371.31,
"02/04/16",,,,,,,,,,,,,,,,,,,
"03/04/16",,,,,,,,,,,,,,,,,,,
"04/04/16",552.7,577.1,725.66,757.05,61592.5,64438.99,547.25,570.38,716.97,747.31,60969.69,63557.44,550.08,573.48,720.25,751.16,61306.9,63958.03,
"05/04/16",545.65,569.85,724.25,755.71,60376.56,63042.51,537.5,559.5,708.26,737.45,59547.33,62115.69,541.91,564.9,714.52,745.19,59990.22,62580.31,
"06/04/16",545.26,567.77,722.01,752.61,60207.61,62687.49,534.75,559.2,707.72,741.35,58993.62,61702.13,537.56,561.58,711.75,743.9,59327.98,62023.07,
"07/04/16",532.5,557.5,700.68,733.43,58415.25,61207.93,526.7,548.7,694.58,723.97,57204.89,59643.69,530.94,554.7,698.35,729.95,57967.23,60609.02,
"08/04/16",533.3,555.3,705.89,736.47,58071.04,60588.78,526.95,550,700.16,730.31,57063.56,59851,529.8,553.03,702.91,734.09,57584,60157.01,
"09/04/16",,,,,,,,,,,,,,,,,,,
"10/04/16",,,,,,,,,,,,,,,,,,,
"11/04/16",535.2,560.2,709.17,742.61,57833.09,60638.08,530.55,552.8,703.41,734.33,57251.65,59768.74,533.79,557.66,706.74,738.72,57605.85,60268.92,
"12/04/16",545.03,567,712.91,741.9,58994.05,61411.77,534.5,559.5,702.58,735.55,57709.97,60465.17,539.99,563.26,707.63,738.54,58400.51,60989.81,
"13/04/16",537.9,562.9,701.53,731.44,58655.03,61300.54,531.65,556.6,693.61,723.46,58040.23,60613.5,536.32,559.52,697.93,728.43,58376,60948.68,
"14/04/16",533.93,556,693.23,725.09,58273.12,60720.76,526.5,550.5,688.07,720.28,57475.69,60290.76,528.48,552.48,690.52,722.19,57777.7,60453.96,
"15/04/16",555.8,580.2,721.48,754.17,60904.56,63642.14,548.85,572.1,712.45,741.16,60155.28,62622.07,552.44,575.85,716.75,747.52,60489.85,63108.37,
"16/04/16",,,,,,,,,,,,,,,,,,,
"17/04/16",,,,,,,,,,,,,,,,,,,
"18/04/16",558.2,582,730.56,762.18,60280.74,62960.76,551.5,574.5,718.19,749.84,59495.82,62034.51,554.99,578.91,723.93,755.42,59952.27,62612.06,
"19/04/16",563.08,586.5,723.94,752.21,61403.87,63858.12,554.16,575,712.93,739.84,60386.82,62772.75,557.17,580.05,716.03,745.84,60733.52,63277.67,
"20/04/16",577.8,601.75,741.72,773.21,62951.31,65681.01,569.4,592.8,730.47,760.85,61973.5,64603.34,573.8,597.65,736.42,767.35,62493.38,65147.3,
"21/04/16",592.85,613.4,758.9,785.71,65023.79,67326.78,581.97,605.2,746.4,775.9,63847.93,66384.39,586.36,609.5,751.11,781.11,64305.88,66894.44,
"22/04/16",599.5,622,771.95,802.47,66065.58,68735.1,594,618.1,766.06,797.16,65114.64,67637.72,596.66,620.21,769.3,800.05,65500.52,68132.84,
"23/04/16",,,,,,,,,,,,,,,,,,,
"24/04/16",,,,,,,,,,,,,,,,,,,
"25/04/16",,,,,,,,,,,,,,,,,,,
"26/04/16",594.05,618,769.49,801.35,66016.78,68733.96,586,610.8,761.04,789.56,64887.78,67686.58,590.9,614.76,765.4,796.59,65541.55,68265.34,
"27/04/16",599.3,623,783.35,810.93,66546.27,69259.7,588.85,613.85,766.09,798.18,65533.12,68352.2,595.6,619.34,774.87,806.15,66164.53,68905.36,
"28/04/16",604.36,627.15,793.07,824.87,67038.97,69787.88,597.22,621.77,782.87,814.97,64816.76,67339.33,600.39,624.11,789.35,820.87,66029.64,68715.53,
"29/04/16",617.95,642.95,807.57,840.57,66392.14,68875.5,612.5,634,801.88,831.58,65814.09,68309.54,615.53,639.34,804.96,836.51,66070.89,68689.44,
"30/04/16",,,,,,,,,,,,,,,,,,,
"01/05/16",,,,,,,,,,,,,,,,,,,
"02/05/16",617.3,641,810.21,841.11,65554.72,68260.09,611.7,636.7,803.18,836.55,65035.94,67810.78,613.96,638.37,806.51,838.95,65312.51,67997.24,
"03/05/16",614.01,637.75,809.29,839.08,65043.41,67722.67,608.61,629.11,791.8,824.01,64348.34,66540.96,611.37,634.4,799.6,830.07,64805.67,67296.93,
"04/05/16",598.5,620.4,797.68,828.01,63782.15,66243.49,591.3,611.4,789.57,818.47,63133.1,65321.98,593.92,616.55,792.47,823.01,63503.57,65969.33,
"05/05/16",596.5,619,795.28,825.33,63844.73,66276.33,590.22,611.64,789.05,818.69,63218.46,65677.9,593.01,615.66,792.1,822.72,63528.1,66006.66,
"06/05/16",592.22,616.27,802.79,834.49,63349.54,66033.33,587.75,610.66,786.96,818.03,63042.07,65523.82,589.87,613.71,795.61,828.2,63167.09,65796.51,
"07/05/16",,,,,,,,,,,,,,,,,,,
"08/05/16",,,,,,,,,,,,,,,,,,,
"09/05/16",596.11,619.5,807.79,840.46,63974.53,66562.95,588.72,612.02,798.51,831.89,63187.95,65900.48,591.38,615.05,802.57,834.98,63538.11,66160.18,
"10/05/16",577.64,601.64,786.44,819.67,62870.34,65596.81,569.36,594.02,777.78,809.42,61673.6,64451.17,573.26,597.02,781.3,814.09,62319.54,65000.17,
"11/05/16",591.8,613.77,805.06,836.03,64222.14,66691.33,583.7,606.35,789.81,822.84,63622.84,66207.36,586.91,610.54,797.41,829.9,63853.85,66470.99,
"12/05/16",601.5,624.3,819.93,850.83,65455.23,67955.27,593.8,614.1,808.88,836.88,64727.52,67078.14,598.7,621.2,815.33,846.43,65025.51,67557.31,
"13/05/16",590.4,611.7,809.43,839.56,64229.62,66565.13,579.5,603.5,793.08,826.37,63066.99,65697.01,585.05,607.63,801.5,832.85,63616.19,66163.05,
"14/05/16",,,,,,,,,,,,,,,,,,,
"15/05/16",,,,,,,,,,,,,,,,,,,
"16/05/16",587.8,610,806.86,837.22,63952.64,66491.06,580.97,603.2,798.15,828.8,63197.92,65676.42,584.18,607.35,801.6,833.85,63524.55,66141.36,
"17/05/16",585.91,607.52,802,830.84,63829.04,66387.43,579.23,601.25,790.54,820.26,63348.61,65963.14,582.87,605.41,794.15,825.36,63598.09,66159.2,
"18/05/16",575.7,597.65,789.17,820.05,62831.9,65270.9,571,591.87,784.39,813.88,62290.39,64790.41,572.56,595.09,785.68,816.98,62513.3,65062.39,
"19/05/16",568,587.7,787.9,816,62576.56,64788.05,562.5,582.21,778.92,809.43,61880.63,64283.84,564.47,585.75,782.23,812.22,62107.61,64555.83,
"20/05/16",555.8,578.19,768,799.27,61271.39,63843.74,547.47,570.25,756.53,788.07,60164.78,62818.74,551.12,573.53,761.46,792.83,60646,63211.87,
"21/05/16",,,,,,,,,,,,,,,,,,,
"22/05/16",,,,,,,,,,,,,,,,,,,
"23/05/16",548.1,572.27,757.99,792.07,60265.63,63041.26,541.75,564.65,747.86,781.96,59457.06,61964.69,546.07,569.77,754.14,787.26,59933.5,62625.48,
"24/05/16",540.9,564,749.58,783.65,59087.92,61758,534.59,557.1,743.75,775.79,58542.62,61058.16,537.44,560.88,746.78,779.78,58775.54,61423.43,
"25/05/16",527.64,549.52,733.65,763.55,58024.57,60425.22,520.9,543.59,722.57,756.04,57293.79,59903.62,523.32,546.79,727.08,760.06,57581,60210.02,
"26/05/16",535.88,557.88,744.9,775.7,58882.49,61333.33,524.22,544.8,728.89,757.72,57449.27,59971.58,530.27,552.82,736.46,768.14,58187.32,60704.22,
"27/05/16",536.7,559,743.45,774.02,58854.52,61400.56,528.75,553.75,732.14,767.39,58109.63,60916.93,533.46,555.97,738.15,769.79,58524.83,61053.93,
"28/05/16",,,,,,,,,,,,,,,,,,,
"29/05/16",,,,,,,,,,,,,,,,,,,
"30/05/16",528.75,550.75,736.63,767.81,58775.85,61348.04,521.47,544.55,728.31,760.54,57768.45,60385.15,525.95,547.7,733.67,764.43,58341.07,60843.45,
"31/05/16",536.85,561.85,742.46,775.82,59686.98,62556.38,532.72,554.5,737.18,766.63,59041.36,61582.77,534.65,557.3,739.6,771.3,59358.18,61955.18,
"01/06/16",540.5,562.1,745.37,776.06,59784.71,62201.99,531.85,555.8,732.07,765.63,58226.94,60904.48,537.03,559.17,738.84,769.7,59200.76,61689,
"02/06/16",539.24,561.77,744.7,776.68,58868.83,61275.07,535.5,557.5,740.86,770.64,58390.92,60839.98,537.47,559.34,742.21,772.81,58667.57,61097.22,
"03/06/16",532.61,552.9,734.13,762.62,57894.71,60210.81,522.96,545.75,723.05,754.74,56908.51,59503.12,525.72,548.7,726.35,758.57,57186.43,59765.06,
"04/06/16",,,,,,,,,,,,,,,,,,,
"05/06/16",,,,,,,,,,,,,,,,,,,
"06/06/16",,,,,,,,,,,,,,,,,,,
"07/06/16",549.1,571.5,744.14,775.02,59029.57,61596.27,543.86,567.3,735.05,762.71,58478.66,61052.83,545.97,569.4,737.96,770.09,58753.68,61380.33,
"08/06/16",552.95,576.05,742.51,773.82,59165.65,61813.78,543.72,565.8,729.73,759.67,58188.91,60749.95,548.98,572.48,736.75,768.68,58738.48,61305.81,
"09/06/16",553.5,577.5,737.8,770.31,59091.66,61711.65,544.23,564.9,730.72,759.07,57836.79,60150.55,548.6,572.15,734.43,766.34,58461.11,61016.08,
"10/06/16",548.45,571.26,739.75,770.41,58766.42,61216.22,540,562.1,729.43,760.52,57682.8,60195.29,544.75,567.73,735.04,766.35,58264.65,60776.23,
"11/06/16",,,,,,,,,,,,,,,,,,,
"12/06/16",,,,,,,,,,,,,,,,,,,
"13/06/16",540.01,560.75,730.04,757.98,57235.66,59546.5,529,554,717.67,751.29,56190.58,58891.79,534.55,557.58,723.33,754.87,56719.64,59205.99,
"14/06/16",533.51,556.44,722.68,755.92,56511.2,59153.75,529,550.4,715.93,745.74,56072.75,58188.29,530.98,553.89,719.28,750.68,56239.86,58709.05,
"15/06/16",534.87,556.87,722.41,752.63,56824.59,59217.56,521.97,545.65,710.36,744.1,55318.38,57915.29,528.49,551.43,716.91,748.43,56114.95,58596.28,
"16/06/16",529.8,553.27,718.37,752.44,55608.79,58121.68,523.72,547.5,706.3,739.25,54719.29,57176.74,527.65,550.25,714.3,745.27,55168.88,57585.93,
"17/06/16",533.96,556.99,723.13,755.04,55709.16,58049.5,527.72,550.75,714.21,745.54,55106.01,57482.85,530.73,553.08,718.29,748.94,55386.64,57770.63,
"18/06/16",,,,,,,,,,,,,,,,,,,
"19/06/16",,,,,,,,,,,,,,,,,,,
"20/06/16",532.2,557.2,712.23,746.12,55598.93,58266.4,525.25,548,706.38,736.66,54946.4,57424.92,527.65,550.89,708.57,740.18,55185.54,57665.13,
"21/06/16",543.27,565.53,726.98,757.26,56390.25,59056.28,536,558.8,714.67,746.16,55783.4,58377.84,540.03,563.47,722.15,753.85,56208.95,58733.48,
"22/06/16",544.8,567.53,728.85,757.92,56844.43,59312.56,537.57,562.57,720.12,754.07,56159.94,58895.45,541.02,564.26,724.61,756.14,56511.76,59043.84,
"23/06/16",551.5,573.7,733.67,762.91,57731.02,60133.63,546.5,567.7,724.35,753.97,57131.11,59384.12,548.89,570.6,728.98,758.21,57369.72,59738.38,
"24/06/16",555.8,577.6,746.39,781.51,58275.63,60723.09,536.97,559.75,722.2,753.36,54337.18,56914.91,543.78,567.44,734.26,766.75,55789.03,58362.71,
"25/06/16",,,,,,,,,,,,,,,,,,,
"26/06/16",,,,,,,,,,,,,,,,,,,
"27/06/16",546.8,567.5,737.92,767.62,55718.92,57952.95,538.72,561.7,724.28,755.48,54746.23,57313.68,541.95,565.41,730.52,762.67,55177.27,57727.88,
"28/06/16",554.6,577,748.65,779.19,56641.3,59055.95,544.13,565.5,736.21,767.93,55504.63,57618.8,548.44,571.75,742.34,774.41,55927.89,58366.45,
"29/06/16",566.25,590,764.62,795.68,58117.41,60416,561.47,583.5,757.72,787.59,57523.29,59760.72,564.15,586.41,761.32,791.73,57763.08,60129.75,
"30/06/16",583.6,606.85,785.57,817.97,59925.45,62354.27,576.33,598.7,773.08,802.33,59183.33,61570.31,580.27,603.06,779.9,810.92,59579.52,61995.75,
"01/07/16",591,614.85,791.8,825.63,60713.43,63298.81,584.14,606.14,780,809.91,59856.83,62226.33,588.38,611.66,788.66,820.26,60474.07,62929.55,
"02/07/16",,,,,,,,,,,,,,,,,,,
"03/07/16",,,,,,,,,,,,,,,,,,,
"04/07/16",602.97,627.52,803.75,837.03,61858.69,64439.45,592.2,611.9,788.38,815,60783.41,62817.65,596.62,619.56,795.5,826.49,61232.43,63678.46,
"05/07/16",601.4,622.2,799.31,827.39,61523.22,63694.61,580.9,602.1,773.81,802.59,59263.42,61492.47,588.17,611.49,782.92,814.39,59994.76,62421.94,
"06/07/16",595.8,618.27,801.34,833.11,60214,62451.45,586.01,611.01,787.12,821.14,58876.42,61430.95,592.04,615.77,796.26,828.55,59749.34,62186.7,
"07/07/16",600,624.1,799.32,833.67,60648,62928,594.22,615.5,790.6,820.23,59812.65,62097.8,596.64,620.12,794.13,825.82,60203.04,62617.69,
"08/07/16",599.5,623,798.35,830.33,60459.58,62916.77,594,618,792.11,824.33,59720.15,62108.24,597.4,620.76,796.1,827.63,60134.46,62526.35,
"09/07/16",,,,,,,,,,,,,,,,,,,
"10/07/16",,,,,,,,,,,,,,,,,,,
"11/07/16",611.9,633.52,808.54,838.89,62566.78,64693.03,605.4,627.5,801.64,831.39,61071.53,63538.02,607.78,631.2,804.3,835.77,61453.76,63905.05,
"12/07/16",616.1,639.17,816.55,844.31,63643.13,66071,607.25,630.15,800.7,831.91,62448.19,64880.24,610.87,633.59,805.4,835.74,62931.17,65372.23,
"13/07/16",630.84,654.84,830.6,862.43,65815.54,68404.59,614.2,637.35,807.41,838.95,63975.07,66571.21,621.34,645.08,817.32,848.99,64777.08,67348.95,
"14/07/16",635.22,659.77,836.15,868.8,66973.65,69240.47,626.58,648.58,820.56,849.71,65900.18,68499.21,632.7,655.71,829.75,860.32,66305.9,68818.11,
"15/07/16",640.3,665,839.06,870.19,67974.4,70696.15,634.8,659.8,830.24,862.87,67053.17,69567.94,638.41,661.8,835.83,866.92,67484.57,70067.38,
"16/07/16",,,,,,,,,,,,,,,,,,,
"17/07/16",,,,,,,,,,,,,,,,,,,
"18/07/16",635.5,659.02,836.73,868.96,67130.07,69520,623.5,645.5,820.72,850.24,65810.43,68203.53,631.26,654.73,830.99,862.34,66614.25,69145.74,
"19/07/16",635,657.02,844.53,876.23,67316.18,69768.95,630.5,654.1,837.07,866.93,66688.39,69197.24,632.4,656.04,840.03,871.85,66964.63,69546.02,
"20/07/16",645,670,860.29,892.38,68519.36,71066.9,642.5,663.8,857.12,887.79,68072.88,70668.15,643.62,667.36,858.56,890.55,68319.55,70927.39,
"21/07/16",664.7,687.02,886.38,917.37,71262.49,73689.77,657.72,680.2,877.55,909.6,69688.08,72375.53,660.93,683.71,882.88,913.63,70659.42,73183.42,
"22/07/16",676.2,699.5,902.08,934.49,71460.82,73990.12,670.3,693.1,895.4,926.35,70872.13,73494.61,672.95,696.69,898.8,930.98,71190.57,73804.21,
"23/07/16",,,,,,,,,,,,,,,,,,,
"24/07/16",,,,,,,,,,,,,,,,,,,
