Date,market,metal,currency,type,summary,price
04/01/16,Perth Mint Spot,Plat,USD,Bid,High,878.34
05/01/16,Perth Mint Spot,Plat,USD,Bid,High,880.9
06/01/16,Perth Mint Spot,Plat,USD,Bid,High,882.1
07/01/16,Perth Mint Spot,Plat,USD,Bid,High,872.85
08/01/16,Perth Mint Spot,Plat,USD,Bid,High,868.8
11/01/16,Perth Mint Spot,Plat,USD,Bid,High,871.3
12/01/16,Perth Mint Spot,Plat,USD,Bid,High,836.51
13/01/16,Perth Mint Spot,Plat,USD,Bid,High,830.05
14/01/16,Perth Mint Spot,Plat,USD,Bid,High,839.53
15/01/16,Perth Mint Spot,Plat,USD,Bid,High,828.51
18/01/16,Perth Mint Spot,Plat,USD,Bid,High,822.67
19/01/16,Perth Mint Spot,Plat,USD,Bid,High,825.46
20/01/16,Perth Mint Spot,Plat,USD,Bid,High,818.7
21/01/16,Perth Mint Spot,Plat,USD,Bid,High,814.6
22/01/16,Perth Mint Spot,Plat,USD,Bid,High,816.81
25/01/16,Perth Mint Spot,Plat,USD,Bid,High,833.73
27/01/16,Perth Mint Spot,Plat,USD,Bid,High,869.7
28/01/16,Perth Mint Spot,Plat,USD,Bid,High,873.2
29/01/16,Perth Mint Spot,Plat,USD,Bid,High,861.45
01/02/16,Perth Mint Spot,Plat,USD,Bid,High,863.02
02/02/16,Perth Mint Spot,Plat,USD,Bid,High,862.46
03/02/16,Perth Mint Spot,Plat,USD,Bid,High,851.0
04/02/16,Perth Mint Spot,Plat,USD,Bid,High,879.06
05/02/16,Perth Mint Spot,Plat,USD,Bid,High,899.23
08/02/16,Perth Mint Spot,Plat,USD,Bid,High,902.09
09/02/16,Perth Mint Spot,Plat,USD,Bid,High,919.57
10/02/16,Perth Mint Spot,Plat,USD,Bid,High,923.9
11/02/16,Perth Mint Spot,Plat,USD,Bid,High,928.8
12/02/16,Perth Mint Spot,Plat,USD,Bid,High,947.99
15/02/16,Perth Mint Spot,Plat,USD,Bid,High,943.46
16/02/16,Perth Mint Spot,Plat,USD,Bid,High,928.69
17/02/16,Perth Mint Spot,Plat,USD,Bid,High,929.35
18/02/16,Perth Mint Spot,Plat,USD,Bid,High,935.19
19/02/16,Perth Mint Spot,Plat,USD,Bid,High,937.3
22/02/16,Perth Mint Spot,Plat,USD,Bid,High,930.26
23/02/16,Perth Mint Spot,Plat,USD,Bid,High,921.5
24/02/16,Perth Mint Spot,Plat,USD,Bid,High,934.3
25/02/16,Perth Mint Spot,Plat,USD,Bid,High,934.4
26/02/16,Perth Mint Spot,Plat,USD,Bid,High,918.5
29/02/16,Perth Mint Spot,Plat,USD,Bid,High,913.3
01/03/16,Perth Mint Spot,Plat,USD,Bid,High,929.44
02/03/16,Perth Mint Spot,Plat,USD,Bid,High,929.16
03/03/16,Perth Mint Spot,Plat,USD,Bid,High,928.4
04/03/16,Perth Mint Spot,Plat,USD,Bid,High,947.4
08/03/16,Perth Mint Spot,Plat,USD,Bid,High,996.87
09/03/16,Perth Mint Spot,Plat,USD,Bid,High,971.6
10/03/16,Perth Mint Spot,Plat,USD,Bid,High,972.4
11/03/16,Perth Mint Spot,Plat,USD,Bid,High,981.6
14/03/16,Perth Mint Spot,Plat,USD,Bid,High,960.4
15/03/16,Perth Mint Spot,Plat,USD,Bid,High,947.5
16/03/16,Perth Mint Spot,Plat,USD,Bid,High,955.4
17/03/16,Perth Mint Spot,Plat,USD,Bid,High,972.6
18/03/16,Perth Mint Spot,Plat,USD,Bid,High,980.0
21/03/16,Perth Mint Spot,Plat,USD,Bid,High,960.24
22/03/16,Perth Mint Spot,Plat,USD,Bid,High,975.9
23/03/16,Perth Mint Spot,Plat,USD,Bid,High,987.9
24/03/16,Perth Mint Spot,Plat,USD,Bid,High,949.99
29/03/16,Perth Mint Spot,Plat,USD,Bid,High,940.2
30/03/16,Perth Mint Spot,Plat,USD,Bid,High,961.7
31/03/16,Perth Mint Spot,Plat,USD,Bid,High,963.12
01/04/16,Perth Mint Spot,Plat,USD,Bid,High,972.5
04/04/16,Perth Mint Spot,Plat,USD,Bid,High,948.4
05/04/16,Perth Mint Spot,Plat,USD,Bid,High,943.5
06/04/16,Perth Mint Spot,Plat,USD,Bid,High,945.64
07/04/16,Perth Mint Spot,Plat,USD,Bid,High,943.0
08/04/16,Perth Mint Spot,Plat,USD,Bid,High,948.95
11/04/16,Perth Mint Spot,Plat,USD,Bid,High,969.36
12/04/16,Perth Mint Spot,Plat,USD,Bid,High,986.74
13/04/16,Perth Mint Spot,Plat,USD,Bid,High,990.44
14/04/16,Perth Mint Spot,Plat,USD,Bid,High,983.76
15/04/16,Perth Mint Spot,Plat,USD,Bid,High,979.86
18/04/16,Perth Mint Spot,Plat,USD,Bid,High,973.5
19/04/16,Perth Mint Spot,Plat,USD,Bid,High,982.5
20/04/16,Perth Mint Spot,Plat,USD,Bid,High,1010.03
21/04/16,Perth Mint Spot,Plat,USD,Bid,High,1019.5
22/04/16,Perth Mint Spot,Plat,USD,Bid,High,1018.75
26/04/16,Perth Mint Spot,Plat,USD,Bid,High,1005.41
27/04/16,Perth Mint Spot,Plat,USD,Bid,High,1009.1
28/04/16,Perth Mint Spot,Plat,USD,Bid,High,1026.76
29/04/16,Perth Mint Spot,Plat,USD,Bid,High,1052.09
02/05/16,Perth Mint Spot,Plat,USD,Bid,High,1073.8
03/05/16,Perth Mint Spot,Plat,USD,Bid,High,1076.5
04/05/16,Perth Mint Spot,Plat,USD,Bid,High,1052.0
05/05/16,Perth Mint Spot,Plat,USD,Bid,High,1053.5
06/05/16,Perth Mint Spot,Plat,USD,Bid,High,1055.5
09/05/16,Perth Mint Spot,Plat,USD,Bid,High,1066.5
10/05/16,Perth Mint Spot,Plat,USD,Bid,High,1040.5
11/05/16,Perth Mint Spot,Plat,USD,Bid,High,1052.56
12/05/16,Perth Mint Spot,Plat,USD,Bid,High,1058.01
13/05/16,Perth Mint Spot,Plat,USD,Bid,High,1049.1
16/05/16,Perth Mint Spot,Plat,USD,Bid,High,1048.71
17/05/16,Perth Mint Spot,Plat,USD,Bid,High,1046.74
18/05/16,Perth Mint Spot,Plat,USD,Bid,High,1043.6
19/05/16,Perth Mint Spot,Plat,USD,Bid,High,1020.86
20/05/16,Perth Mint Spot,Plat,USD,Bid,High,1011.9
23/05/16,Perth Mint Spot,Plat,USD,Bid,High,1015.7
24/05/16,Perth Mint Spot,Plat,USD,Bid,High,1002.7
25/05/16,Perth Mint Spot,Plat,USD,Bid,High,994.6
26/05/16,Perth Mint Spot,Plat,USD,Bid,High,996.8
27/05/16,Perth Mint Spot,Plat,USD,Bid,High,986.9
30/05/16,Perth Mint Spot,Plat,USD,Bid,High,968.15
31/05/16,Perth Mint Spot,Plat,USD,Bid,High,969.6
01/06/16,Perth Mint Spot,Plat,USD,Bid,High,971.8
02/06/16,Perth Mint Spot,Plat,USD,Bid,High,965.15
03/06/16,Perth Mint Spot,Plat,USD,Bid,High,953.6
07/06/16,Perth Mint Spot,Plat,USD,Bid,High,986.04
08/06/16,Perth Mint Spot,Plat,USD,Bid,High,999.58
09/06/16,Perth Mint Spot,Plat,USD,Bid,High,1001.03
10/06/16,Perth Mint Spot,Plat,USD,Bid,High,988.68
13/06/16,Perth Mint Spot,Plat,USD,Bid,High,986.59
14/06/16,Perth Mint Spot,Plat,USD,Bid,High,983.31
15/06/16,Perth Mint Spot,Plat,USD,Bid,High,972.5
16/06/16,Perth Mint Spot,Plat,USD,Bid,High,976.74
17/06/16,Perth Mint Spot,Plat,USD,Bid,High,970.5
20/06/16,Perth Mint Spot,Plat,USD,Bid,High,967.39
21/06/16,Perth Mint Spot,Plat,USD,Bid,High,981.3
22/06/16,Perth Mint Spot,Plat,USD,Bid,High,973.5
23/06/16,Perth Mint Spot,Plat,USD,Bid,High,971.15
24/06/16,Perth Mint Spot,Plat,USD,Bid,High,981.8
27/06/16,Perth Mint Spot,Plat,USD,Bid,High,983.6
28/06/16,Perth Mint Spot,Plat,USD,Bid,High,971.76
29/06/16,Perth Mint Spot,Plat,USD,Bid,High,981.2
30/06/16,Perth Mint Spot,Plat,USD,Bid,High,998.03
01/07/16,Perth Mint Spot,Plat,USD,Bid,High,1025.8
04/07/16,Perth Mint Spot,Plat,USD,Bid,High,1058.3
05/07/16,Perth Mint Spot,Plat,USD,Bid,High,1052.5
06/07/16,Perth Mint Spot,Plat,USD,Bid,High,1068.5
07/07/16,Perth Mint Spot,Plat,USD,Bid,High,1079.7
08/07/16,Perth Mint Spot,Plat,USD,Bid,High,1078.9
11/07/16,Perth Mint Spot,Plat,USD,Bid,High,1093.0
12/07/16,Perth Mint Spot,Plat,USD,Bid,High,1092.0
13/07/16,Perth Mint Spot,Plat,USD,Bid,High,1084.5
14/07/16,Perth Mint Spot,Plat,USD,Bid,High,1085.3
15/07/16,Perth Mint Spot,Plat,USD,Bid,High,1090.7
18/07/16,Perth Mint Spot,Plat,USD,Bid,High,1082.5
19/07/16,Perth Mint Spot,Plat,USD,Bid,High,1083.2
20/07/16,Perth Mint Spot,Plat,USD,Bid,High,1079.49
21/07/16,Perth Mint Spot,Plat,USD,Bid,High,1076.3
22/07/16,Perth Mint Spot,Plat,USD,Bid,High,1093.75
25/07/16,Perth Mint Spot,Plat,USD,Bid,High,1071.7
26/07/16,Perth Mint Spot,Plat,USD,Bid,High,1077.5
27/07/16,Perth Mint Spot,Plat,USD,Bid,High,1086.3
28/07/16,Perth Mint Spot,Plat,USD,Bid,High,1141.0
29/07/16,Perth Mint Spot,Plat,USD,Bid,High,1130.3
01/08/16,Perth Mint Spot,Plat,USD,Bid,High,1143.5
02/08/16,Perth Mint Spot,Plat,USD,Bid,High,1157.75
03/08/16,Perth Mint Spot,Plat,USD,Bid,High,1155.4
04/08/16,Perth Mint Spot,Plat,USD,Bid,High,1151.99
05/08/16,Perth Mint Spot,Plat,USD,Bid,High,1157.2
08/08/16,Perth Mint Spot,Plat,USD,Bid,High,1138.4
09/08/16,Perth Mint Spot,Plat,USD,Bid,High,1142.3
10/08/16,Perth Mint Spot,Plat,USD,Bid,High,1174.0
11/08/16,Perth Mint Spot,Plat,USD,Bid,High,1168.0
12/08/16,Perth Mint Spot,Plat,USD,Bid,High,1139.5
15/08/16,Perth Mint Spot,Plat,USD,Bid,High,1119.7
16/08/16,Perth Mint Spot,Plat,USD,Bid,High,1118.25
17/08/16,Perth Mint Spot,Plat,USD,Bid,High,1112.1
18/08/16,Perth Mint Spot,Plat,USD,Bid,High,1122.5
19/08/16,Perth Mint Spot,Plat,USD,Bid,High,1115.0
22/08/16,Perth Mint Spot,Plat,USD,Bid,High,1098.7
23/08/16,Perth Mint Spot,Plat,USD,Bid,High,1095.7
24/08/16,Perth Mint Spot,Plat,USD,Bid,High,1095.6
25/08/16,Perth Mint Spot,Plat,USD,Bid,High,1074.1
26/08/16,Perth Mint Spot,Plat,USD,Bid,High,1071.75
29/08/16,Perth Mint Spot,Plat,USD,Bid,High,1066.5
30/08/16,Perth Mint Spot,Plat,USD,Bid,High,1066.5
31/08/16,Perth Mint Spot,Plat,USD,Bid,High,1049.7
01/09/16,Perth Mint Spot,Plat,USD,Bid,High,1045.5
02/09/16,Perth Mint Spot,Plat,USD,Bid,High,1041.3
05/09/16,Perth Mint Spot,Plat,USD,Bid,High,1061.1
06/09/16,Perth Mint Spot,Plat,USD,Bid,High,1070.1
07/09/16,Perth Mint Spot,Plat,USD,Bid,High,1094.1
08/09/16,Perth Mint Spot,Plat,USD,Bid,High,1085.2
09/09/16,Perth Mint Spot,Plat,USD,Bid,High,1078.5
12/09/16,Perth Mint Spot,Plat,USD,Bid,High,1049.8
13/09/16,Perth Mint Spot,Plat,USD,Bid,High,1052.7
14/09/16,Perth Mint Spot,Plat,USD,Bid,High,1034.9
15/09/16,Perth Mint Spot,Plat,USD,Bid,High,1029.5
16/09/16,Perth Mint Spot,Plat,USD,Bid,High,1023.99
19/09/16,Perth Mint Spot,Plat,USD,Bid,High,1019.1
20/09/16,Perth Mint Spot,Plat,USD,Bid,High,1018.75
21/09/16,Perth Mint Spot,Plat,USD,Bid,High,1029.95
22/09/16,Perth Mint Spot,Plat,USD,Bid,High,1045.9
23/09/16,Perth Mint Spot,Plat,USD,Bid,High,1050.7
27/09/16,Perth Mint Spot,Plat,USD,Bid,High,1035.15
28/09/16,Perth Mint Spot,Plat,USD,Bid,High,1016.9
29/09/16,Perth Mint Spot,Plat,USD,Bid,High,1031.5
30/09/16,Perth Mint Spot,Plat,USD,Bid,High,1022.5
03/10/16,Perth Mint Spot,Plat,USD,Bid,High,1018.2
04/10/16,Perth Mint Spot,Plat,USD,Bid,High,995.9
05/10/16,Perth Mint Spot,Plat,USD,Bid,High,985.7
06/10/16,Perth Mint Spot,Plat,USD,Bid,High,971.7
07/10/16,Perth Mint Spot,Plat,USD,Bid,High,960.1
10/10/16,Perth Mint Spot,Plat,USD,Bid,High,963.7
11/10/16,Perth Mint Spot,Plat,USD,Bid,High,959.9
12/10/16,Perth Mint Spot,Plat,USD,Bid,High,942.7
13/10/16,Perth Mint Spot,Plat,USD,Bid,High,938.9
14/10/16,Perth Mint Spot,Plat,USD,Bid,High,927.5
17/10/16,Perth Mint Spot,Plat,USD,Bid,High,932.3
18/10/16,Perth Mint Spot,Plat,USD,Bid,High,939.5
19/10/16,Perth Mint Spot,Plat,USD,Bid,High,936.4
20/10/16,Perth Mint Spot,Plat,USD,Bid,High,937.5
21/10/16,Perth Mint Spot,Plat,USD,Bid,High,926.5
24/10/16,Perth Mint Spot,Plat,USD,Bid,High,931.5
25/10/16,Perth Mint Spot,Plat,USD,Bid,High,940.24
26/10/16,Perth Mint Spot,Plat,USD,Bid,High,958.99
27/10/16,Perth Mint Spot,Plat,USD,Bid,High,953.95
28/10/16,Perth Mint Spot,Plat,USD,Bid,High,963.3
31/10/16,Perth Mint Spot,Plat,USD,Bid,High,971.2
01/11/16,Perth Mint Spot,Plat,USD,Bid,High,975.5
02/11/16,Perth Mint Spot,Plat,USD,Bid,High,984.0
03/11/16,Perth Mint Spot,Plat,USD,Bid,High,984.1
04/11/16,Perth Mint Spot,Plat,USD,Bid,High,988.6
07/11/16,Perth Mint Spot,Plat,USD,Bid,High,986.3
08/11/16,Perth Mint Spot,Plat,USD,Bid,High,998.8
09/11/16,Perth Mint Spot,Plat,USD,Bid,High,1011.3
10/11/16,Perth Mint Spot,Plat,USD,Bid,High,995.9
11/11/16,Perth Mint Spot,Plat,USD,Bid,High,969.45
14/11/16,Perth Mint Spot,Plat,USD,Bid,High,939.7
15/11/16,Perth Mint Spot,Plat,USD,Bid,High,937.3
16/11/16,Perth Mint Spot,Plat,USD,Bid,High,935.3
17/11/16,Perth Mint Spot,Plat,USD,Bid,High,937.7
18/11/16,Perth Mint Spot,Plat,USD,Bid,High,924.5
21/11/16,Perth Mint Spot,Plat,USD,Bid,High,922.55
22/11/16,Perth Mint Spot,Plat,USD,Bid,High,939.75
23/11/16,Perth Mint Spot,Plat,USD,Bid,High,934.65
24/11/16,Perth Mint Spot,Plat,USD,Bid,High,921.4
25/11/16,Perth Mint Spot,Plat,USD,Bid,High,909.1
28/11/16,Perth Mint Spot,Plat,USD,Bid,High,910.0
29/11/16,Perth Mint Spot,Plat,USD,Bid,High,917.7
30/11/16,Perth Mint Spot,Plat,USD,Bid,High,916.7
01/12/16,Perth Mint Spot,Plat,USD,Bid,High,905.9
02/12/16,Perth Mint Spot,Plat,USD,Bid,High,909.1
05/12/16,Perth Mint Spot,Plat,USD,Bid,High,923.3
06/12/16,Perth Mint Spot,Plat,USD,Bid,High,934.5
07/12/16,Perth Mint Spot,Plat,USD,Bid,High,925.3
08/12/16,Perth Mint Spot,Plat,USD,Bid,High,943.1
09/12/16,Perth Mint Spot,Plat,USD,Bid,High,928.3
12/12/16,Perth Mint Spot,Plat,USD,Bid,High,908.9
13/12/16,Perth Mint Spot,Plat,USD,Bid,High,923.9
14/12/16,Perth Mint Spot,Plat,USD,Bid,High,929.1
15/12/16,Perth Mint Spot,Plat,USD,Bid,High,922.0
16/12/16,Perth Mint Spot,Plat,USD,Bid,High,897.0
19/12/16,Perth Mint Spot,Plat,USD,Bid,High,919.3
20/12/16,Perth Mint Spot,Plat,USD,Bid,High,911.5
21/12/16,Perth Mint Spot,Plat,USD,Bid,High,910.7
22/12/16,Perth Mint Spot,Plat,USD,Bid,High,907.2
23/12/16,Perth Mint Spot,Plat,USD,Bid,High,899.3
28/12/16,Perth Mint Spot,Plat,USD,Bid,High,897.9
29/12/16,Perth Mint Spot,Plat,USD,Bid,High,897.9
30/12/16,Perth Mint Spot,Plat,USD,Bid,High,898.7
03/01/17,Perth Mint Spot,Plat,USD,Bid,High,904.9
04/01/17,Perth Mint Spot,Plat,USD,Bid,High,925.25
05/01/17,Perth Mint Spot,Plat,USD,Bid,High,950.1
06/01/17,Perth Mint Spot,Plat,USD,Bid,High,959.6
09/01/17,Perth Mint Spot,Plat,USD,Bid,High,966.2
10/01/17,Perth Mint Spot,Plat,USD,Bid,High,970.4
11/01/17,Perth Mint Spot,Plat,USD,Bid,High,973.3
12/01/17,Perth Mint Spot,Plat,USD,Bid,High,977.0
13/01/17,Perth Mint Spot,Plat,USD,Bid,High,968.0
16/01/17,Perth Mint Spot,Plat,USD,Bid,High,979.9
17/01/17,Perth Mint Spot,Plat,USD,Bid,High,980.9
18/01/17,Perth Mint Spot,Plat,USD,Bid,High,969.7
19/01/17,Perth Mint Spot,Plat,USD,Bid,High,953.2
20/01/17,Perth Mint Spot,Plat,USD,Bid,High,953.1
23/01/17,Perth Mint Spot,Plat,USD,Bid,High,975.0
24/01/17,Perth Mint Spot,Plat,USD,Bid,High,977.9
25/01/17,Perth Mint Spot,Plat,USD,Bid,High,986.75
27/01/17,Perth Mint Spot,Plat,USD,Bid,High,964.6
30/01/17,Perth Mint Spot,Plat,USD,Bid,High,976.7
31/01/17,Perth Mint Spot,Plat,USD,Bid,High,983.5
01/02/17,Perth Mint Spot,Plat,USD,Bid,High,986.8
02/02/17,Perth Mint Spot,Plat,USD,Bid,High,997.7
03/02/17,Perth Mint Spot,Plat,USD,Bid,High,987.6
06/02/17,Perth Mint Spot,Plat,USD,Bid,High,998.9
07/02/17,Perth Mint Spot,Plat,USD,Bid,High,1005.7
08/02/17,Perth Mint Spot,Plat,USD,Bid,High,1003.25
09/02/17,Perth Mint Spot,Plat,USD,Bid,High,1010.45
10/02/17,Perth Mint Spot,Plat,USD,Bid,High,1002.15
13/02/17,Perth Mint Spot,Plat,USD,Bid,High,1001.2
14/02/17,Perth Mint Spot,Plat,USD,Bid,High,990.65
15/02/17,Perth Mint Spot,Plat,USD,Bid,High,991.0
16/02/17,Perth Mint Spot,Plat,USD,Bid,High,1003.6
17/02/17,Perth Mint Spot,Plat,USD,Bid,High,1004.0
20/02/17,Perth Mint Spot,Plat,USD,Bid,High,1004.0
21/02/17,Perth Mint Spot,Plat,USD,Bid,High,994.7
22/02/17,Perth Mint Spot,Plat,USD,Bid,High,994.6
23/02/17,Perth Mint Spot,Plat,USD,Bid,High,993.9
24/02/17,Perth Mint Spot,Plat,USD,Bid,High,1007.4
27/02/17,Perth Mint Spot,Plat,USD,Bid,High,1019.4
28/02/17,Perth Mint Spot,Plat,USD,Bid,High,1022.6
01/03/17,Perth Mint Spot,Plat,USD,Bid,High,1016.0
02/03/17,Perth Mint Spot,Plat,USD,Bid,High,1007.8
03/03/17,Perth Mint Spot,Plat,USD,Bid,High,980.0
06/03/17,Perth Mint Spot,Plat,USD,Bid,High,989.0
07/03/17,Perth Mint Spot,Plat,USD,Bid,High,968.5
08/03/17,Perth Mint Spot,Plat,USD,Bid,High,953.4
09/03/17,Perth Mint Spot,Plat,USD,Bid,High,939.2
10/03/17,Perth Mint Spot,Plat,USD,Bid,High,929.8
13/03/17,Perth Mint Spot,Plat,USD,Bid,High,936.45
14/03/17,Perth Mint Spot,Plat,USD,Bid,High,932.2
15/03/17,Perth Mint Spot,Plat,USD,Bid,High,934.3
16/03/17,Perth Mint Spot,Plat,USD,Bid,High,960.25
17/03/17,Perth Mint Spot,Plat,USD,Bid,High,948.9
20/03/17,Perth Mint Spot,Plat,USD,Bid,High,958.3
21/03/17,Perth Mint Spot,Plat,USD,Bid,High,962.3
22/03/17,Perth Mint Spot,Plat,USD,Bid,High,962.9
23/03/17,Perth Mint Spot,Plat,USD,Bid,High,954.6
24/03/17,Perth Mint Spot,Plat,USD,Bid,High,951.3
27/03/17,Perth Mint Spot,Plat,USD,Bid,High,969.8
28/03/17,Perth Mint Spot,Plat,USD,Bid,High,959.9
29/03/17,Perth Mint Spot,Plat,USD,Bid,High,946.05
30/03/17,Perth Mint Spot,Plat,USD,Bid,High,950.4
31/03/17,Perth Mint Spot,Plat,USD,Bid,High,940.7
03/04/17,Perth Mint Spot,Plat,USD,Bid,High,946.6
04/04/17,Perth Mint Spot,Plat,USD,Bid,High,950.8
05/04/17,Perth Mint Spot,Plat,USD,Bid,High,959.5
06/04/17,Perth Mint Spot,Plat,USD,Bid,High,954.1
07/04/17,Perth Mint Spot,Plat,USD,Bid,High,958.5
10/04/17,Perth Mint Spot,Plat,USD,Bid,High,944.9
11/04/17,Perth Mint Spot,Plat,USD,Bid,High,934.9
12/04/17,Perth Mint Spot,Plat,USD,Bid,High,963.7
13/04/17,Perth Mint Spot,Plat,USD,Bid,High,965.4
14/04/17,Perth Mint Spot,Plat,USD,Bid,High,962.65
17/04/17,Perth Mint Spot,Plat,USD,Bid,High,973.5
18/04/17,Perth Mint Spot,Plat,USD,Bid,High,973.5
19/04/17,Perth Mint Spot,Plat,USD,Bid,High,968.95
20/04/17,Perth Mint Spot,Plat,USD,Bid,High,960.75
21/04/17,Perth Mint Spot,Plat,USD,Bid,High,967.5
24/04/17,Perth Mint Spot,Plat,USD,Bid,High,960.9
25/04/17,Perth Mint Spot,Plat,USD,Bid,High,954.0
26/04/17,Perth Mint Spot,Plat,USD,Bid,High,945.5
27/04/17,Perth Mint Spot,Plat,USD,Bid,High,941.7
28/04/17,Perth Mint Spot,Plat,USD,Bid,High,939.0
01/05/17,Perth Mint Spot,Plat,USD,Bid,High,937.9
02/05/17,Perth Mint Spot,Plat,USD,Bid,High,926.0
03/05/17,Perth Mint Spot,Plat,USD,Bid,High,918.7
04/05/17,Perth Mint Spot,Plat,USD,Bid,High,895.5
05/05/17,Perth Mint Spot,Plat,USD,Bid,High,903.1
08/05/17,Perth Mint Spot,Plat,USD,Bid,High,915.0
09/05/17,Perth Mint Spot,Plat,USD,Bid,High,910.0
10/05/17,Perth Mint Spot,Plat,USD,Bid,High,897.4
11/05/17,Perth Mint Spot,Plat,USD,Bid,High,907.75
12/05/17,Perth Mint Spot,Plat,USD,Bid,High,916.3
15/05/17,Perth Mint Spot,Plat,USD,Bid,High,920.9
16/05/17,Perth Mint Spot,Plat,USD,Bid,High,924.7
17/05/17,Perth Mint Spot,Plat,USD,Bid,High,935.1
18/05/17,Perth Mint Spot,Plat,USD,Bid,High,938.9
19/05/17,Perth Mint Spot,Plat,USD,Bid,High,925.3
22/05/17,Perth Mint Spot,Plat,USD,Bid,High,930.5
23/05/17,Perth Mint Spot,Plat,USD,Bid,High,940.4
24/05/17,Perth Mint Spot,Plat,USD,Bid,High,937.7
25/05/17,Perth Mint Spot,Plat,USD,Bid,High,940.2
26/05/17,Perth Mint Spot,Plat,USD,Bid,High,945.1
29/05/17,Perth Mint Spot,Plat,USD,Bid,High,952.4
30/05/17,Perth Mint Spot,Plat,USD,Bid,High,947.2
31/05/17,Perth Mint Spot,Plat,USD,Bid,High,933.15
01/06/17,Perth Mint Spot,Plat,USD,Bid,High,938.7
02/06/17,Perth Mint Spot,Plat,USD,Bid,High,923.1
05/06/17,Perth Mint Spot,Plat,USD,Bid,High,945.1
06/06/17,Perth Mint Spot,Plat,USD,Bid,High,952.0
07/06/17,Perth Mint Spot,Plat,USD,Bid,High,952.1
08/06/17,Perth Mint Spot,Plat,USD,Bid,High,940.0
09/06/17,Perth Mint Spot,Plat,USD,Bid,High,930.9
12/06/17,Perth Mint Spot,Plat,USD,Bid,High,936.5
13/06/17,Perth Mint Spot,Plat,USD,Bid,High,936.3
14/06/17,Perth Mint Spot,Plat,USD,Bid,High,923.8
15/06/17,Perth Mint Spot,Plat,USD,Bid,High,931.1
16/06/17,Perth Mint Spot,Plat,USD,Bid,High,914.05
19/06/17,Perth Mint Spot,Plat,USD,Bid,High,918.3
20/06/17,Perth Mint Spot,Plat,USD,Bid,High,919.75
21/06/17,Perth Mint Spot,Plat,USD,Bid,High,914.9
22/06/17,Perth Mint Spot,Plat,USD,Bid,High,924.0
23/06/17,Perth Mint Spot,Plat,USD,Bid,High,921.0
26/06/17,Perth Mint Spot,Plat,USD,Bid,High,920.0
27/06/17,Perth Mint Spot,Plat,USD,Bid,High,915.5
28/06/17,Perth Mint Spot,Plat,USD,Bid,High,912.0
29/06/17,Perth Mint Spot,Plat,USD,Bid,High,916.3
30/06/17,Perth Mint Spot,Plat,USD,Bid,High,913.3
03/07/17,Perth Mint Spot,Plat,USD,Bid,High,918.2
04/07/17,Perth Mint Spot,Plat,USD,Bid,High,901.0
05/07/17,Perth Mint Spot,Plat,USD,Bid,High,906.5
06/07/17,Perth Mint Spot,Plat,USD,Bid,High,901.7
07/07/17,Perth Mint Spot,Plat,USD,Bid,High,902.3
10/07/17,Perth Mint Spot,Plat,USD,Bid,High,900.3
11/07/17,Perth Mint Spot,Plat,USD,Bid,High,892.3
12/07/17,Perth Mint Spot,Plat,USD,Bid,High,896.7
13/07/17,Perth Mint Spot,Plat,USD,Bid,High,909.8
14/07/17,Perth Mint Spot,Plat,USD,Bid,High,898.9
17/07/17,Perth Mint Spot,Plat,USD,Bid,High,914.75
18/07/17,Perth Mint Spot,Plat,USD,Bid,High,918.0
19/07/17,Perth Mint Spot,Plat,USD,Bid,High,918.6
20/07/17,Perth Mint Spot,Plat,USD,Bid,High,913.2
21/07/17,Perth Mint Spot,Plat,USD,Bid,High,919.75
24/07/17,Perth Mint Spot,Plat,USD,Bid,High,925.5
25/07/17,Perth Mint Spot,Plat,USD,Bid,High,925.6
26/07/17,Perth Mint Spot,Plat,USD,Bid,High,918.4
27/07/17,Perth Mint Spot,Plat,USD,Bid,High,923.3
28/07/17,Perth Mint Spot,Plat,USD,Bid,High,919.1
31/07/17,Perth Mint Spot,Plat,USD,Bid,High,928.5
01/08/17,Perth Mint Spot,Plat,USD,Bid,High,933.7
02/08/17,Perth Mint Spot,Plat,USD,Bid,High,937.3
03/08/17,Perth Mint Spot,Plat,USD,Bid,High,941.0
04/08/17,Perth Mint Spot,Plat,USD,Bid,High,956.8
07/08/17,Perth Mint Spot,Plat,USD,Bid,High,953.4
08/08/17,Perth Mint Spot,Plat,USD,Bid,High,960.9
09/08/17,Perth Mint Spot,Plat,USD,Bid,High,965.5
10/08/17,Perth Mint Spot,Plat,USD,Bid,High,965.5
11/08/17,Perth Mint Spot,Plat,USD,Bid,High,972.15
14/08/17,Perth Mint Spot,Plat,USD,Bid,High,970.75
15/08/17,Perth Mint Spot,Plat,USD,Bid,High,955.99
16/08/17,Perth Mint Spot,Plat,USD,Bid,High,956.2
17/08/17,Perth Mint Spot,Plat,USD,Bid,High,973.3
18/08/17,Perth Mint Spot,Plat,USD,Bid,High,975.1
21/08/17,Perth Mint Spot,Plat,USD,Bid,High,972.7
22/08/17,Perth Mint Spot,Plat,USD,Bid,High,971.3
23/08/17,Perth Mint Spot,Plat,USD,Bid,High,970.2
24/08/17,Perth Mint Spot,Plat,USD,Bid,High,969.3
25/08/17,Perth Mint Spot,Plat,USD,Bid,High,969.8
28/08/17,Perth Mint Spot,Plat,USD,Bid,High,969.2
