Date,market,metal,currency,type,summary,price
03/01/18,Perth Mint Spot,Pald,USD,Ask,High,1109.5
04/01/18,Perth Mint Spot,Pald,USD,Ask,High,1112.5
05/01/18,Perth Mint Spot,Pald,USD,Ask,High,1116.0
08/01/18,Perth Mint Spot,Pald,USD,Ask,High,1112.02
09/01/18,Perth Mint Spot,Pald,USD,Ask,High,1126.55
10/01/18,Perth Mint Spot,Pald,USD,Ask,High,1115.5
11/01/18,Perth Mint Spot,Pald,USD,Ask,High,1105.1
12/01/18,Perth Mint Spot,Pald,USD,Ask,High,1106.49
15/01/18,Perth Mint Spot,Pald,USD,Ask,High,1148.77
16/01/18,Perth Mint Spot,Pald,USD,Ask,High,1144.99
17/01/18,Perth Mint Spot,Pald,USD,Ask,High,1121.0
18/01/18,Perth Mint Spot,Pald,USD,Ask,High,1133.5
19/01/18,Perth Mint Spot,Pald,USD,Ask,High,1125.27
22/01/18,Perth Mint Spot,Pald,USD,Ask,High,1123.7
23/01/18,Perth Mint Spot,Pald,USD,Ask,High,1115.05
24/01/18,Perth Mint Spot,Pald,USD,Ask,High,1114.0
25/01/18,Perth Mint Spot,Pald,USD,Ask,High,1129.74
26/01/18,Perth Mint Spot,Pald,USD,Ask,High,1114.65
29/01/18,Perth Mint Spot,Pald,USD,Ask,High,1107.5
30/01/18,Perth Mint Spot,Pald,USD,Ask,High,1105.0
31/01/18,Perth Mint Spot,Pald,USD,Ask,High,1076.02
01/02/18,Perth Mint Spot,Pald,USD,Ask,High,1049.9
02/02/18,Perth Mint Spot,Pald,USD,Ask,High,1057.27
05/02/18,Perth Mint Spot,Pald,USD,Ask,High,1058.5
06/02/18,Perth Mint Spot,Pald,USD,Ask,High,1050.5
07/02/18,Perth Mint Spot,Pald,USD,Ask,High,1029.0
08/02/18,Perth Mint Spot,Pald,USD,Ask,High,1003.0
09/02/18,Perth Mint Spot,Pald,USD,Ask,High,980.9
12/02/18,Perth Mint Spot,Pald,USD,Ask,High,1003.5
13/02/18,Perth Mint Spot,Pald,USD,Ask,High,1001.4
14/02/18,Perth Mint Spot,Pald,USD,Ask,High,1005.35
15/02/18,Perth Mint Spot,Pald,USD,Ask,High,1035.5
16/02/18,Perth Mint Spot,Pald,USD,Ask,High,1039.85
19/02/18,Perth Mint Spot,Pald,USD,Ask,High,1063.0
20/02/18,Perth Mint Spot,Pald,USD,Ask,High,1050.5
21/02/18,Perth Mint Spot,Pald,USD,Ask,High,1049.6
22/02/18,Perth Mint Spot,Pald,USD,Ask,High,1042.5
23/02/18,Perth Mint Spot,Pald,USD,Ask,High,1056.0
26/02/18,Perth Mint Spot,Pald,USD,Ask,High,1073.02
27/02/18,Perth Mint Spot,Pald,USD,Ask,High,1078.5
28/02/18,Perth Mint Spot,Pald,USD,Ask,High,1064.24
01/03/18,Perth Mint Spot,Pald,USD,Ask,High,1060.5
02/03/18,Perth Mint Spot,Pald,USD,Ask,High,1009.05
05/03/18,Perth Mint Spot,Pald,USD,Ask,High,1014.02
06/03/18,Perth Mint Spot,Pald,USD,Ask,High,1003.75
07/03/18,Perth Mint Spot,Pald,USD,Ask,High,1000.0
08/03/18,Perth Mint Spot,Pald,USD,Ask,High,991.5
09/03/18,Perth Mint Spot,Pald,USD,Ask,High,991.5
12/03/18,Perth Mint Spot,Pald,USD,Ask,High,1011.0
13/03/18,Perth Mint Spot,Pald,USD,Ask,High,995.5
14/03/18,Perth Mint Spot,Pald,USD,Ask,High,1013.7
15/03/18,Perth Mint Spot,Pald,USD,Ask,High,1008.5
16/03/18,Perth Mint Spot,Pald,USD,Ask,High,1004.1
19/03/18,Perth Mint Spot,Pald,USD,Ask,High,1009.5
20/03/18,Perth Mint Spot,Pald,USD,Ask,High,1007.4
21/03/18,Perth Mint Spot,Pald,USD,Ask,High,1002.6
22/03/18,Perth Mint Spot,Pald,USD,Ask,High,1007.9
23/03/18,Perth Mint Spot,Pald,USD,Ask,High,1004.0
26/03/18,Perth Mint Spot,Pald,USD,Ask,High,995.3
27/03/18,Perth Mint Spot,Pald,USD,Ask,High,994.25
28/03/18,Perth Mint Spot,Pald,USD,Ask,High,990.0
29/03/18,Perth Mint Spot,Pald,USD,Ask,High,986.65
30/03/18,Perth Mint Spot,Pald,USD,Ask,High,968.0
02/04/18,Perth Mint Spot,Pald,USD,Ask,High,973.5
03/04/18,Perth Mint Spot,Pald,USD,Ask,High,954.25
04/04/18,Perth Mint Spot,Pald,USD,Ask,High,947.0
05/04/18,Perth Mint Spot,Pald,USD,Ask,High,944.0
06/04/18,Perth Mint Spot,Pald,USD,Ask,High,922.5
09/04/18,Perth Mint Spot,Pald,USD,Ask,High,928.27
10/04/18,Perth Mint Spot,Pald,USD,Ask,High,951.15
11/04/18,Perth Mint Spot,Pald,USD,Ask,High,970.25
12/04/18,Perth Mint Spot,Pald,USD,Ask,High,979.5
13/04/18,Perth Mint Spot,Pald,USD,Ask,High,992.8
16/04/18,Perth Mint Spot,Pald,USD,Ask,High,1003.25
17/04/18,Perth Mint Spot,Pald,USD,Ask,High,1022.45
18/04/18,Perth Mint Spot,Pald,USD,Ask,High,1032.0
19/04/18,Perth Mint Spot,Pald,USD,Ask,High,1068.4
20/04/18,Perth Mint Spot,Pald,USD,Ask,High,1048.35
23/04/18,Perth Mint Spot,Pald,USD,Ask,High,1048.77
24/04/18,Perth Mint Spot,Pald,USD,Ask,High,1000.15
25/04/18,Perth Mint Spot,Pald,USD,Ask,High,986.85
26/04/18,Perth Mint Spot,Pald,USD,Ask,High,991.1
27/04/18,Perth Mint Spot,Pald,USD,Ask,High,1003.25
30/04/18,Perth Mint Spot,Pald,USD,Ask,High,988.9
01/05/18,Perth Mint Spot,Pald,USD,Ask,High,981.95
02/05/18,Perth Mint Spot,Pald,USD,Ask,High,971.75
03/05/18,Perth Mint Spot,Pald,USD,Ask,High,987.0
04/05/18,Perth Mint Spot,Pald,USD,Ask,High,980.5
07/05/18,Perth Mint Spot,Pald,USD,Ask,High,990.77
08/05/18,Perth Mint Spot,Pald,USD,Ask,High,988.5
09/05/18,Perth Mint Spot,Pald,USD,Ask,High,989.25
10/05/18,Perth Mint Spot,Pald,USD,Ask,High,994.25
11/05/18,Perth Mint Spot,Pald,USD,Ask,High,1017.75
14/05/18,Perth Mint Spot,Pald,USD,Ask,High,1009.5
15/05/18,Perth Mint Spot,Pald,USD,Ask,High,1012.5
16/05/18,Perth Mint Spot,Pald,USD,Ask,High,998.45
17/05/18,Perth Mint Spot,Pald,USD,Ask,High,1002.5
18/05/18,Perth Mint Spot,Pald,USD,Ask,High,996.0
21/05/18,Perth Mint Spot,Pald,USD,Ask,High,985.45
22/05/18,Perth Mint Spot,Pald,USD,Ask,High,1011.75
23/05/18,Perth Mint Spot,Pald,USD,Ask,High,1007.02
24/05/18,Perth Mint Spot,Pald,USD,Ask,High,996.77
25/05/18,Perth Mint Spot,Pald,USD,Ask,High,994.15
28/05/18,Perth Mint Spot,Pald,USD,Ask,High,997.5
29/05/18,Perth Mint Spot,Pald,USD,Ask,High,999.6
30/05/18,Perth Mint Spot,Pald,USD,Ask,High,993.52
31/05/18,Perth Mint Spot,Pald,USD,Ask,High,1003.27
01/06/18,Perth Mint Spot,Pald,USD,Ask,High,1004.26
04/06/18,Perth Mint Spot,Pald,USD,Ask,High,1024.25
05/06/18,Perth Mint Spot,Pald,USD,Ask,High,1010.5
06/06/18,Perth Mint Spot,Pald,USD,Ask,High,1012.5
07/06/18,Perth Mint Spot,Pald,USD,Ask,High,1034.8
08/06/18,Perth Mint Spot,Pald,USD,Ask,High,1030.2
11/06/18,Perth Mint Spot,Pald,USD,Ask,High,1029.75
12/06/18,Perth Mint Spot,Pald,USD,Ask,High,1036.2
13/06/18,Perth Mint Spot,Pald,USD,Ask,High,1035.77
14/06/18,Perth Mint Spot,Pald,USD,Ask,High,1030.15
15/06/18,Perth Mint Spot,Pald,USD,Ask,High,1025.5
18/06/18,Perth Mint Spot,Pald,USD,Ask,High,1003.77
19/06/18,Perth Mint Spot,Pald,USD,Ask,High,1005.5
20/06/18,Perth Mint Spot,Pald,USD,Ask,High,986.66
21/06/18,Perth Mint Spot,Pald,USD,Ask,High,981.1
22/06/18,Perth Mint Spot,Pald,USD,Ask,High,973.2
25/06/18,Perth Mint Spot,Pald,USD,Ask,High,973.5
26/06/18,Perth Mint Spot,Pald,USD,Ask,High,958.66
27/06/18,Perth Mint Spot,Pald,USD,Ask,High,977.3
28/06/18,Perth Mint Spot,Pald,USD,Ask,High,969.25
29/06/18,Perth Mint Spot,Pald,USD,Ask,High,966.33
02/07/18,Perth Mint Spot,Pald,USD,Ask,High,970.52
03/07/18,Perth Mint Spot,Pald,USD,Ask,High,962.0
04/07/18,Perth Mint Spot,Pald,USD,Ask,High,966.95
05/07/18,Perth Mint Spot,Pald,USD,Ask,High,965.7
06/07/18,Perth Mint Spot,Pald,USD,Ask,High,965.25
09/07/18,Perth Mint Spot,Pald,USD,Ask,High,976.25
10/07/18,Perth Mint Spot,Pald,USD,Ask,High,976.5
11/07/18,Perth Mint Spot,Pald,USD,Ask,High,957.5
12/07/18,Perth Mint Spot,Pald,USD,Ask,High,956.75
13/07/18,Perth Mint Spot,Pald,USD,Ask,High,966.0
16/07/18,Perth Mint Spot,Pald,USD,Ask,High,958.1
17/07/18,Perth Mint Spot,Pald,USD,Ask,High,938.95
18/07/18,Perth Mint Spot,Pald,USD,Ask,High,930.5
19/07/18,Perth Mint Spot,Pald,USD,Ask,High,924.9
20/07/18,Perth Mint Spot,Pald,USD,Ask,High,905.5
23/07/18,Perth Mint Spot,Pald,USD,Ask,High,910.0
24/07/18,Perth Mint Spot,Pald,USD,Ask,High,930.75
25/07/18,Perth Mint Spot,Pald,USD,Ask,High,941.27
26/07/18,Perth Mint Spot,Pald,USD,Ask,High,952.5
27/07/18,Perth Mint Spot,Pald,USD,Ask,High,945.77
30/07/18,Perth Mint Spot,Pald,USD,Ask,High,942.05
31/07/18,Perth Mint Spot,Pald,USD,Ask,High,945.2
01/08/18,Perth Mint Spot,Pald,USD,Ask,High,947.77
02/08/18,Perth Mint Spot,Pald,USD,Ask,High,934.52
03/08/18,Perth Mint Spot,Pald,USD,Ask,High,931.01
06/08/18,Perth Mint Spot,Pald,USD,Ask,High,930.5
07/08/18,Perth Mint Spot,Pald,USD,Ask,High,927.11
08/08/18,Perth Mint Spot,Pald,USD,Ask,High,927.65
09/08/18,Perth Mint Spot,Pald,USD,Ask,High,921.02
10/08/18,Perth Mint Spot,Pald,USD,Ask,High,919.75
13/08/18,Perth Mint Spot,Pald,USD,Ask,High,921.8
14/08/18,Perth Mint Spot,Pald,USD,Ask,High,911.25
15/08/18,Perth Mint Spot,Pald,USD,Ask,High,912.5
16/08/18,Perth Mint Spot,Pald,USD,Ask,High,879.27
17/08/18,Perth Mint Spot,Pald,USD,Ask,High,917.0
20/08/18,Perth Mint Spot,Pald,USD,Ask,High,936.1
21/08/18,Perth Mint Spot,Pald,USD,Ask,High,934.1
22/08/18,Perth Mint Spot,Pald,USD,Ask,High,933.25
23/08/18,Perth Mint Spot,Pald,USD,Ask,High,940.3
24/08/18,Perth Mint Spot,Pald,USD,Ask,High,938.91
27/08/18,Perth Mint Spot,Pald,USD,Ask,High,956.0
28/08/18,Perth Mint Spot,Pald,USD,Ask,High,963.25
29/08/18,Perth Mint Spot,Pald,USD,Ask,High,963.0
30/08/18,Perth Mint Spot,Pald,USD,Ask,High,996.75
31/08/18,Perth Mint Spot,Pald,USD,Ask,High,992.8
03/09/18,Perth Mint Spot,Pald,USD,Ask,High,1000.02
04/09/18,Perth Mint Spot,Pald,USD,Ask,High,997.5
05/09/18,Perth Mint Spot,Pald,USD,Ask,High,1000.9
06/09/18,Perth Mint Spot,Pald,USD,Ask,High,999.0
07/09/18,Perth Mint Spot,Pald,USD,Ask,High,993.0
10/09/18,Perth Mint Spot,Pald,USD,Ask,High,994.81
11/09/18,Perth Mint Spot,Pald,USD,Ask,High,996.9
12/09/18,Perth Mint Spot,Pald,USD,Ask,High,992.5
13/09/18,Perth Mint Spot,Pald,USD,Ask,High,993.0
14/09/18,Perth Mint Spot,Pald,USD,Ask,High,1000.5
17/09/18,Perth Mint Spot,Pald,USD,Ask,High,992.02
18/09/18,Perth Mint Spot,Pald,USD,Ask,High,1007.0
19/09/18,Perth Mint Spot,Pald,USD,Ask,High,1030.5
20/09/18,Perth Mint Spot,Pald,USD,Ask,High,1054.6
21/09/18,Perth Mint Spot,Pald,USD,Ask,High,1071.0
25/09/18,Perth Mint Spot,Pald,USD,Ask,High,1076.27
26/09/18,Perth Mint Spot,Pald,USD,Ask,High,1078.0
27/09/18,Perth Mint Spot,Pald,USD,Ask,High,1088.3
28/09/18,Perth Mint Spot,Pald,USD,Ask,High,1101.0
01/10/18,Perth Mint Spot,Pald,USD,Ask,High,1087.1
02/10/18,Perth Mint Spot,Pald,USD,Ask,High,1076.0
03/10/18,Perth Mint Spot,Pald,USD,Ask,High,1070.52
04/10/18,Perth Mint Spot,Pald,USD,Ask,High,1073.02
05/10/18,Perth Mint Spot,Pald,USD,Ask,High,1072.27
08/10/18,Perth Mint Spot,Pald,USD,Ask,High,1086.77
09/10/18,Perth Mint Spot,Pald,USD,Ask,High,1095.52
10/10/18,Perth Mint Spot,Pald,USD,Ask,High,1088.31
11/10/18,Perth Mint Spot,Pald,USD,Ask,High,1086.3
12/10/18,Perth Mint Spot,Pald,USD,Ask,High,1098.6
15/10/18,Perth Mint Spot,Pald,USD,Ask,High,1096.02
16/10/18,Perth Mint Spot,Pald,USD,Ask,High,1100.05
17/10/18,Perth Mint Spot,Pald,USD,Ask,High,1098.5
18/10/18,Perth Mint Spot,Pald,USD,Ask,High,1090.7
19/10/18,Perth Mint Spot,Pald,USD,Ask,High,1099.74
22/10/18,Perth Mint Spot,Pald,USD,Ask,High,1105.1
23/10/18,Perth Mint Spot,Pald,USD,Ask,High,1149.6
24/10/18,Perth Mint Spot,Pald,USD,Ask,High,1157.9
25/10/18,Perth Mint Spot,Pald,USD,Ask,High,1142.4
26/10/18,Perth Mint Spot,Pald,USD,Ask,High,1120.15
29/10/18,Perth Mint Spot,Pald,USD,Ask,High,1119.5
30/10/18,Perth Mint Spot,Pald,USD,Ask,High,1110.9
31/10/18,Perth Mint Spot,Pald,USD,Ask,High,1095.27
01/11/18,Perth Mint Spot,Pald,USD,Ask,High,1101.0
02/11/18,Perth Mint Spot,Pald,USD,Ask,High,1118.3
05/11/18,Perth Mint Spot,Pald,USD,Ask,High,1138.36
06/11/18,Perth Mint Spot,Pald,USD,Ask,High,1151.0
07/11/18,Perth Mint Spot,Pald,USD,Ask,High,1136.85
08/11/18,Perth Mint Spot,Pald,USD,Ask,High,1151.0
09/11/18,Perth Mint Spot,Pald,USD,Ask,High,1141.99
12/11/18,Perth Mint Spot,Pald,USD,Ask,High,1135.0
13/11/18,Perth Mint Spot,Pald,USD,Ask,High,1122.1
14/11/18,Perth Mint Spot,Pald,USD,Ask,High,1127.0
15/11/18,Perth Mint Spot,Pald,USD,Ask,High,1144.6
16/11/18,Perth Mint Spot,Pald,USD,Ask,High,1176.0
19/11/18,Perth Mint Spot,Pald,USD,Ask,High,1198.25
20/11/18,Perth Mint Spot,Pald,USD,Ask,High,1181.7
21/11/18,Perth Mint Spot,Pald,USD,Ask,High,1167.8
22/11/18,Perth Mint Spot,Pald,USD,Ask,High,1168.52
23/11/18,Perth Mint Spot,Pald,USD,Ask,High,1169.5
26/11/18,Perth Mint Spot,Pald,USD,Ask,High,1153.42
27/11/18,Perth Mint Spot,Pald,USD,Ask,High,1162.5
28/11/18,Perth Mint Spot,Pald,USD,Ask,High,1169.4
29/11/18,Perth Mint Spot,Pald,USD,Ask,High,1200.5
30/11/18,Perth Mint Spot,Pald,USD,Ask,High,1205.5
03/12/18,Perth Mint Spot,Pald,USD,Ask,High,1210.0
04/12/18,Perth Mint Spot,Pald,USD,Ask,High,1234.25
05/12/18,Perth Mint Spot,Pald,USD,Ask,High,1264.5
06/12/18,Perth Mint Spot,Pald,USD,Ask,High,1263.0
07/12/18,Perth Mint Spot,Pald,USD,Ask,High,1225.5
10/12/18,Perth Mint Spot,Pald,USD,Ask,High,1240.4
11/12/18,Perth Mint Spot,Pald,USD,Ask,High,1253.46
12/12/18,Perth Mint Spot,Pald,USD,Ask,High,1274.4
13/12/18,Perth Mint Spot,Pald,USD,Ask,High,1290.0
14/12/18,Perth Mint Spot,Pald,USD,Ask,High,1278.0
17/12/18,Perth Mint Spot,Pald,USD,Ask,High,1273.3
18/12/18,Perth Mint Spot,Pald,USD,Ask,High,1281.2
19/12/18,Perth Mint Spot,Pald,USD,Ask,High,1278.5
20/12/18,Perth Mint Spot,Pald,USD,Ask,High,1293.0
21/12/18,Perth Mint Spot,Pald,USD,Ask,High,1287.5
24/12/18,Perth Mint Spot,Pald,USD,Ask,High,1272.0
25/12/18,Perth Mint Spot,Pald,USD,Ask,High,1262.7
26/12/18,Perth Mint Spot,Pald,USD,Ask,High,1285.5
27/12/18,Perth Mint Spot,Pald,USD,Ask,High,1293.0
28/12/18,Perth Mint Spot,Pald,USD,Ask,High,1299.0
31/12/18,Perth Mint Spot,Pald,USD,Ask,High,1281.2
01/01/19,Perth Mint Spot,Pald,USD,Ask,High,1280.5
02/01/19,Perth Mint Spot,Pald,USD,Ask,High,1291.0
03/01/19,Perth Mint Spot,Pald,USD,Ask,High,1288.5
04/01/19,Perth Mint Spot,Pald,USD,Ask,High,1290.0
07/01/19,Perth Mint Spot,Pald,USD,Ask,High,1334.5
08/01/19,Perth Mint Spot,Pald,USD,Ask,High,1325.0
09/01/19,Perth Mint Spot,Pald,USD,Ask,High,1359.0
10/01/19,Perth Mint Spot,Pald,USD,Ask,High,1345.3
11/01/19,Perth Mint Spot,Pald,USD,Ask,High,1350.0
14/01/19,Perth Mint Spot,Pald,USD,Ask,High,1334.0
15/01/19,Perth Mint Spot,Pald,USD,Ask,High,1342.5
16/01/19,Perth Mint Spot,Pald,USD,Ask,High,1344.0
17/01/19,Perth Mint Spot,Pald,USD,Ask,High,1395.0
18/01/19,Perth Mint Spot,Pald,USD,Ask,High,1436.0
21/01/19,Perth Mint Spot,Pald,USD,Ask,High,1411.1
22/01/19,Perth Mint Spot,Pald,USD,Ask,High,1379.5
23/01/19,Perth Mint Spot,Pald,USD,Ask,High,1372.67
24/01/19,Perth Mint Spot,Pald,USD,Ask,High,1370.5
25/01/19,Perth Mint Spot,Pald,USD,Ask,High,1341.87
28/01/19,Perth Mint Spot,Pald,USD,Ask,High,1376.0
29/01/19,Perth Mint Spot,Pald,USD,Ask,High,1351.0
30/01/19,Perth Mint Spot,Pald,USD,Ask,High,1362.0
31/01/19,Perth Mint Spot,Pald,USD,Ask,High,1379.92
01/02/19,Perth Mint Spot,Pald,USD,Ask,High,1364.0
04/02/19,Perth Mint Spot,Pald,USD,Ask,High,1371.5
05/02/19,Perth Mint Spot,Pald,USD,Ask,High,1384.0
06/02/19,Perth Mint Spot,Pald,USD,Ask,High,1397.0
07/02/19,Perth Mint Spot,Pald,USD,Ask,High,1392.5
08/02/19,Perth Mint Spot,Pald,USD,Ask,High,1410.5
11/02/19,Perth Mint Spot,Pald,USD,Ask,High,1418.0
12/02/19,Perth Mint Spot,Pald,USD,Ask,High,1408.62
13/02/19,Perth Mint Spot,Pald,USD,Ask,High,1427.5
14/02/19,Perth Mint Spot,Pald,USD,Ask,High,1421.5
15/02/19,Perth Mint Spot,Pald,USD,Ask,High,1431.5
18/02/19,Perth Mint Spot,Pald,USD,Ask,High,1463.5
19/02/19,Perth Mint Spot,Pald,USD,Ask,High,1503.0
20/02/19,Perth Mint Spot,Pald,USD,Ask,High,1515.5
21/02/19,Perth Mint Spot,Pald,USD,Ask,High,1511.0
22/02/19,Perth Mint Spot,Pald,USD,Ask,High,1498.33
25/02/19,Perth Mint Spot,Pald,USD,Ask,High,1530.5
26/02/19,Perth Mint Spot,Pald,USD,Ask,High,1568.5
27/02/19,Perth Mint Spot,Pald,USD,Ask,High,1578.5
28/02/19,Perth Mint Spot,Pald,USD,Ask,High,1558.98
01/03/19,Perth Mint Spot,Pald,USD,Ask,High,1564.16
04/03/19,Perth Mint Spot,Pald,USD,Ask,High,1574.0
05/03/19,Perth Mint Spot,Pald,USD,Ask,High,1547.01
06/03/19,Perth Mint Spot,Pald,USD,Ask,High,1528.26
07/03/19,Perth Mint Spot,Pald,USD,Ask,High,1559.91
08/03/19,Perth Mint Spot,Pald,USD,Ask,High,1542.01
11/03/19,Perth Mint Spot,Pald,USD,Ask,High,1533.69
12/03/19,Perth Mint Spot,Pald,USD,Ask,High,1558.51
13/03/19,Perth Mint Spot,Pald,USD,Ask,High,1556.0
14/03/19,Perth Mint Spot,Pald,USD,Ask,High,1569.51
15/03/19,Perth Mint Spot,Pald,USD,Ask,High,1575.81
18/03/19,Perth Mint Spot,Pald,USD,Ask,High,1570.81
19/03/19,Perth Mint Spot,Pald,USD,Ask,High,1618.5
20/03/19,Perth Mint Spot,Pald,USD,Ask,High,1620.26
21/03/19,Perth Mint Spot,Pald,USD,Ask,High,1631.75
22/03/19,Perth Mint Spot,Pald,USD,Ask,High,1623.02
25/03/19,Perth Mint Spot,Pald,USD,Ask,High,1575.51
26/03/19,Perth Mint Spot,Pald,USD,Ask,High,1591.51
27/03/19,Perth Mint Spot,Pald,USD,Ask,High,1562.24
28/03/19,Perth Mint Spot,Pald,USD,Ask,High,1460.67
29/03/19,Perth Mint Spot,Pald,USD,Ask,High,1402.0
01/04/19,Perth Mint Spot,Pald,USD,Ask,High,1399.15
02/04/19,Perth Mint Spot,Pald,USD,Ask,High,1442.0
03/04/19,Perth Mint Spot,Pald,USD,Ask,High,1450.51
04/04/19,Perth Mint Spot,Pald,USD,Ask,High,1425.42
05/04/19,Perth Mint Spot,Pald,USD,Ask,High,1388.0
08/04/19,Perth Mint Spot,Pald,USD,Ask,High,1398.26
09/04/19,Perth Mint Spot,Pald,USD,Ask,High,1403.05
10/04/19,Perth Mint Spot,Pald,USD,Ask,High,1407.5
11/04/19,Perth Mint Spot,Pald,USD,Ask,High,1405.05
12/04/19,Perth Mint Spot,Pald,USD,Ask,High,1387.85
15/04/19,Perth Mint Spot,Pald,USD,Ask,High,1386.16
16/04/19,Perth Mint Spot,Pald,USD,Ask,High,1385.05
17/04/19,Perth Mint Spot,Pald,USD,Ask,High,1378.13
18/04/19,Perth Mint Spot,Pald,USD,Ask,High,1416.51
19/04/19,Perth Mint Spot,Pald,USD,Ask,High,1437.5
22/04/19,Perth Mint Spot,Pald,USD,Ask,High,1437.5
23/04/19,Perth Mint Spot,Pald,USD,Ask,High,1403.81
24/04/19,Perth Mint Spot,Pald,USD,Ask,High,1406.52
25/04/19,Perth Mint Spot,Pald,USD,Ask,High,1434.31
26/04/19,Perth Mint Spot,Pald,USD,Ask,High,1436.6
29/04/19,Perth Mint Spot,Pald,USD,Ask,High,1475.17
30/04/19,Perth Mint Spot,Pald,USD,Ask,High,1393.17
01/05/19,Perth Mint Spot,Pald,USD,Ask,High,1396.5
02/05/19,Perth Mint Spot,Pald,USD,Ask,High,1368.25
03/05/19,Perth Mint Spot,Pald,USD,Ask,High,1371.85
06/05/19,Perth Mint Spot,Pald,USD,Ask,High,1380.01
07/05/19,Perth Mint Spot,Pald,USD,Ask,High,1366.0
08/05/19,Perth Mint Spot,Pald,USD,Ask,High,1352.79
09/05/19,Perth Mint Spot,Pald,USD,Ask,High,1337.45
10/05/19,Perth Mint Spot,Pald,USD,Ask,High,1329.75
13/05/19,Perth Mint Spot,Pald,USD,Ask,High,1360.4
14/05/19,Perth Mint Spot,Pald,USD,Ask,High,1348.1
15/05/19,Perth Mint Spot,Pald,USD,Ask,High,1353.0
16/05/19,Perth Mint Spot,Pald,USD,Ask,High,1359.81
17/05/19,Perth Mint Spot,Pald,USD,Ask,High,1348.01
20/05/19,Perth Mint Spot,Pald,USD,Ask,High,1332.15
21/05/19,Perth Mint Spot,Pald,USD,Ask,High,1351.9
22/05/19,Perth Mint Spot,Pald,USD,Ask,High,1337.12
23/05/19,Perth Mint Spot,Pald,USD,Ask,High,1330.35
24/05/19,Perth Mint Spot,Pald,USD,Ask,High,1346.9
27/05/19,Perth Mint Spot,Pald,USD,Ask,High,1350.5
28/05/19,Perth Mint Spot,Pald,USD,Ask,High,1356.95
29/05/19,Perth Mint Spot,Pald,USD,Ask,High,1361.05
30/05/19,Perth Mint Spot,Pald,USD,Ask,High,1368.01
31/05/19,Perth Mint Spot,Pald,USD,Ask,High,1381.1
03/06/19,Perth Mint Spot,Pald,USD,Ask,High,1360.75
04/06/19,Perth Mint Spot,Pald,USD,Ask,High,1346.7
05/06/19,Perth Mint Spot,Pald,USD,Ask,High,1362.56
06/06/19,Perth Mint Spot,Pald,USD,Ask,High,1354.45
07/06/19,Perth Mint Spot,Pald,USD,Ask,High,1369.0
10/06/19,Perth Mint Spot,Pald,USD,Ask,High,1375.51
11/06/19,Perth Mint Spot,Pald,USD,Ask,High,1400.5
12/06/19,Perth Mint Spot,Pald,USD,Ask,High,1412.05
13/06/19,Perth Mint Spot,Pald,USD,Ask,High,1432.65
14/06/19,Perth Mint Spot,Pald,USD,Ask,High,1474.55
17/06/19,Perth Mint Spot,Pald,USD,Ask,High,1481.3
18/06/19,Perth Mint Spot,Pald,USD,Ask,High,1498.35
19/06/19,Perth Mint Spot,Pald,USD,Ask,High,1507.95
20/06/19,Perth Mint Spot,Pald,USD,Ask,High,1539.0
21/06/19,Perth Mint Spot,Pald,USD,Ask,High,1509.85
24/06/19,Perth Mint Spot,Pald,USD,Ask,High,1532.76
25/06/19,Perth Mint Spot,Pald,USD,Ask,High,1557.51
26/06/19,Perth Mint Spot,Pald,USD,Ask,High,1548.7
27/06/19,Perth Mint Spot,Pald,USD,Ask,High,1543.09
28/06/19,Perth Mint Spot,Pald,USD,Ask,High,1578.95
01/07/19,Perth Mint Spot,Pald,USD,Ask,High,1564.11
02/07/19,Perth Mint Spot,Pald,USD,Ask,High,1566.89
03/07/19,Perth Mint Spot,Pald,USD,Ask,High,1577.85
04/07/19,Perth Mint Spot,Pald,USD,Ask,High,1583.51
05/07/19,Perth Mint Spot,Pald,USD,Ask,High,1579.5
08/07/19,Perth Mint Spot,Pald,USD,Ask,High,1582.87
09/07/19,Perth Mint Spot,Pald,USD,Ask,High,1573.5
10/07/19,Perth Mint Spot,Pald,USD,Ask,High,1564.76
11/07/19,Perth Mint Spot,Pald,USD,Ask,High,1614.01
12/07/19,Perth Mint Spot,Pald,USD,Ask,High,1574.76
15/07/19,Perth Mint Spot,Pald,USD,Ask,High,1575.83
16/07/19,Perth Mint Spot,Pald,USD,Ask,High,1582.5
17/07/19,Perth Mint Spot,Pald,USD,Ask,High,1541.6
18/07/19,Perth Mint Spot,Pald,USD,Ask,High,1557.36
19/07/19,Perth Mint Spot,Pald,USD,Ask,High,1544.42
22/07/19,Perth Mint Spot,Pald,USD,Ask,High,1532.12
23/07/19,Perth Mint Spot,Pald,USD,Ask,High,1543.01
24/07/19,Perth Mint Spot,Pald,USD,Ask,High,1544.01
25/07/19,Perth Mint Spot,Pald,USD,Ask,High,1556.21
26/07/19,Perth Mint Spot,Pald,USD,Ask,High,1545.5
29/07/19,Perth Mint Spot,Pald,USD,Ask,High,1546.89
30/07/19,Perth Mint Spot,Pald,USD,Ask,High,1567.71
31/07/19,Perth Mint Spot,Pald,USD,Ask,High,1544.0
01/08/19,Perth Mint Spot,Pald,USD,Ask,High,1534.43
02/08/19,Perth Mint Spot,Pald,USD,Ask,High,1456.24
05/08/19,Perth Mint Spot,Pald,USD,Ask,High,1431.14
06/08/19,Perth Mint Spot,Pald,USD,Ask,High,1448.25
