,Date,market,metal,currency,type,summary,price
560,14/07/17,Perth Mint Spot,Gold,USD,Bid,High,1216.5
563,17/07/17,Perth Mint Spot,Gold,USD,Bid,High,1228.59
564,18/07/17,Perth Mint Spot,Gold,USD,Bid,High,1235.34
565,19/07/17,Perth Mint Spot,Gold,USD,Bid,High,1240.19
566,20/07/17,Perth Mint Spot,Gold,USD,Bid,High,1239.1
567,21/07/17,Perth Mint Spot,Gold,USD,Bid,High,1245.44
570,24/07/17,Perth Mint Spot,Gold,USD,Bid,High,1253.31
571,25/07/17,Perth Mint Spot,Gold,USD,Bid,High,1254.01
572,26/07/17,Perth Mint Spot,Gold,USD,Bid,High,1246.61
573,27/07/17,Perth Mint Spot,Gold,USD,Bid,High,1261.45
574,28/07/17,Perth Mint Spot,Gold,USD,Bid,High,1257.75
577,31/07/17,Perth Mint Spot,Gold,USD,Bid,High,1267.4
578,01/08/17,Perth Mint Spot,Gold,USD,Bid,High,1267.73
579,02/08/17,Perth Mint Spot,Gold,USD,Bid,High,1266.01
580,03/08/17,Perth Mint Spot,Gold,USD,Bid,High,1262.06
581,04/08/17,Perth Mint Spot,Gold,USD,Bid,High,1267.11
584,07/08/17,Perth Mint Spot,Gold,USD,Bid,High,1256.04
585,08/08/17,Perth Mint Spot,Gold,USD,Bid,High,1258.3
586,09/08/17,Perth Mint Spot,Gold,USD,Bid,High,1265.6
587,10/08/17,Perth Mint Spot,Gold,USD,Bid,High,1276.58
588,11/08/17,Perth Mint Spot,Gold,USD,Bid,High,1285.41
591,14/08/17,Perth Mint Spot,Gold,USD,Bid,High,1286.86
592,15/08/17,Perth Mint Spot,Gold,USD,Bid,High,1278.0
593,16/08/17,Perth Mint Spot,Gold,USD,Bid,High,1270.97
594,17/08/17,Perth Mint Spot,Gold,USD,Bid,High,1286.56
595,18/08/17,Perth Mint Spot,Gold,USD,Bid,High,1292.9
598,21/08/17,Perth Mint Spot,Gold,USD,Bid,High,1285.8
599,22/08/17,Perth Mint Spot,Gold,USD,Bid,High,1288.5
600,23/08/17,Perth Mint Spot,Gold,USD,Bid,High,1283.89
601,24/08/17,Perth Mint Spot,Gold,USD,Bid,High,1287.86
602,25/08/17,Perth Mint Spot,Gold,USD,Bid,High,1285.23
605,28/08/17,Perth Mint Spot,Gold,USD,Bid,High,1295.42
606,29/08/17,Perth Mint Spot,Gold,USD,Bid,High,1322.06
607,30/08/17,Perth Mint Spot,Gold,USD,Bid,High,1310.71
608,31/08/17,Perth Mint Spot,Gold,USD,Bid,High,1305.99
609,01/09/17,Perth Mint Spot,Gold,USD,Bid,High,1319.07
612,04/09/17,Perth Mint Spot,Gold,USD,Bid,High,1335.26
613,05/09/17,Perth Mint Spot,Gold,USD,Bid,High,1334.78
614,06/09/17,Perth Mint Spot,Gold,USD,Bid,High,1339.15
615,07/09/17,Perth Mint Spot,Gold,USD,Bid,High,1336.31
616,08/09/17,Perth Mint Spot,Gold,USD,Bid,High,1352.65
619,11/09/17,Perth Mint Spot,Gold,USD,Bid,High,1336.19
620,12/09/17,Perth Mint Spot,Gold,USD,Bid,High,1325.95
621,13/09/17,Perth Mint Spot,Gold,USD,Bid,High,1330.2
622,14/09/17,Perth Mint Spot,Gold,USD,Bid,High,1321.7
623,15/09/17,Perth Mint Spot,Gold,USD,Bid,High,1331.0
626,18/09/17,Perth Mint Spot,Gold,USD,Bid,High,1316.45
627,19/09/17,Perth Mint Spot,Gold,USD,Bid,High,1306.29
628,20/09/17,Perth Mint Spot,Gold,USD,Bid,High,1311.31
629,21/09/17,Perth Mint Spot,Gold,USD,Bid,High,1298.75
630,22/09/17,Perth Mint Spot,Gold,USD,Bid,High,1295.21
633,25/09/17,Perth Mint Spot,Gold,USD,Bid,High,1290.96
634,26/09/17,Perth Mint Spot,Gold,USD,Bid,High,1310.4
635,27/09/17,Perth Mint Spot,Gold,USD,Bid,High,1292.86
636,28/09/17,Perth Mint Spot,Gold,USD,Bid,High,1281.46
637,29/09/17,Perth Mint Spot,Gold,USD,Bid,High,1285.41
640,02/10/17,Perth Mint Spot,Gold,USD,Bid,High,1275.2
641,03/10/17,Perth Mint Spot,Gold,USD,Bid,High,1269.25
642,04/10/17,Perth Mint Spot,Gold,USD,Bid,High,1273.8
643,05/10/17,Perth Mint Spot,Gold,USD,Bid,High,1275.65
644,06/10/17,Perth Mint Spot,Gold,USD,Bid,High,1266.64
647,09/10/17,Perth Mint Spot,Gold,USD,Bid,High,1282.16
648,10/10/17,Perth Mint Spot,Gold,USD,Bid,High,1286.47
649,11/10/17,Perth Mint Spot,Gold,USD,Bid,High,1287.7
650,12/10/17,Perth Mint Spot,Gold,USD,Bid,High,1293.91
651,13/10/17,Perth Mint Spot,Gold,USD,Bid,High,1294.16
654,16/10/17,Perth Mint Spot,Gold,USD,Bid,High,1302.39
655,17/10/17,Perth Mint Spot,Gold,USD,Bid,High,1293.33
656,18/10/17,Perth Mint Spot,Gold,USD,Bid,High,1284.9
657,19/10/17,Perth Mint Spot,Gold,USD,Bid,High,1283.01
658,20/10/17,Perth Mint Spot,Gold,USD,Bid,High,1287.88
661,23/10/17,Perth Mint Spot,Gold,USD,Bid,High,1274.37
662,24/10/17,Perth Mint Spot,Gold,USD,Bid,High,1280.2
663,25/10/17,Perth Mint Spot,Gold,USD,Bid,High,1274.18
664,26/10/17,Perth Mint Spot,Gold,USD,Bid,High,1279.5
665,27/10/17,Perth Mint Spot,Gold,USD,Bid,High,1265.59
668,30/10/17,Perth Mint Spot,Gold,USD,Bid,High,1270.19
669,31/10/17,Perth Mint Spot,Gold,USD,Bid,High,1274.7
670,01/11/17,Perth Mint Spot,Gold,USD,Bid,High,1273.21
671,02/11/17,Perth Mint Spot,Gold,USD,Bid,High,1277.96
672,03/11/17,Perth Mint Spot,Gold,USD,Bid,High,1275.31
675,06/11/17,Perth Mint Spot,Gold,USD,Bid,High,1269.19
676,07/11/17,Perth Mint Spot,Gold,USD,Bid,High,1279.16
677,08/11/17,Perth Mint Spot,Gold,USD,Bid,High,1276.58
678,09/11/17,Perth Mint Spot,Gold,USD,Bid,High,1281.8
679,10/11/17,Perth Mint Spot,Gold,USD,Bid,High,1284.01
682,13/11/17,Perth Mint Spot,Gold,USD,Bid,High,1274.77
683,14/11/17,Perth Mint Spot,Gold,USD,Bid,High,1275.11
684,15/11/17,Perth Mint Spot,Gold,USD,Bid,High,1284.35
685,16/11/17,Perth Mint Spot,Gold,USD,Bid,High,1276.61
686,17/11/17,Perth Mint Spot,Gold,USD,Bid,High,1280.73
689,20/11/17,Perth Mint Spot,Gold,USD,Bid,High,1290.6
690,21/11/17,Perth Mint Spot,Gold,USD,Bid,High,1277.66
691,22/11/17,Perth Mint Spot,Gold,USD,Bid,High,1282.79
692,23/11/17,Perth Mint Spot,Gold,USD,Bid,High,1288.91
693,24/11/17,Perth Mint Spot,Gold,USD,Bid,High,1289.98
696,27/11/17,Perth Mint Spot,Gold,USD,Bid,High,1289.34
697,28/11/17,Perth Mint Spot,Gold,USD,Bid,High,1292.71
698,29/11/17,Perth Mint Spot,Gold,USD,Bid,High,1293.47
699,30/11/17,Perth Mint Spot,Gold,USD,Bid,High,1282.14
700,01/12/17,Perth Mint Spot,Gold,USD,Bid,High,1274.11
703,04/12/17,Perth Mint Spot,Gold,USD,Bid,High,1272.97
704,05/12/17,Perth Mint Spot,Gold,USD,Bid,High,1274.06
705,06/12/17,Perth Mint Spot,Gold,USD,Bid,High,1266.06
706,07/12/17,Perth Mint Spot,Gold,USD,Bid,High,1261.14
707,08/12/17,Perth Mint Spot,Gold,USD,Bid,High,1246.91
710,11/12/17,Perth Mint Spot,Gold,USD,Bid,High,1247.1
711,12/12/17,Perth Mint Spot,Gold,USD,Bid,High,1242.81
712,13/12/17,Perth Mint Spot,Gold,USD,Bid,High,1241.57
713,14/12/17,Perth Mint Spot,Gold,USD,Bid,High,1256.11
714,15/12/17,Perth Mint Spot,Gold,USD,Bid,High,1254.59
717,18/12/17,Perth Mint Spot,Gold,USD,Bid,High,1254.54
718,19/12/17,Perth Mint Spot,Gold,USD,Bid,High,1262.07
719,20/12/17,Perth Mint Spot,Gold,USD,Bid,High,1261.7
720,21/12/17,Perth Mint Spot,Gold,USD,Bid,High,1265.1
721,22/12/17,Perth Mint Spot,Gold,USD,Bid,High,1265.5
725,26/12/17,Perth Mint Spot,Gold,USD,Bid,High,1276.31
726,27/12/17,Perth Mint Spot,Gold,USD,Bid,High,1283.08
727,28/12/17,Perth Mint Spot,Gold,USD,Bid,High,1290.48
728,29/12/17,Perth Mint Spot,Gold,USD,Bid,High,1293.5
732,02/01/18,Perth Mint Spot,Gold,USD,Bid,High,1307.73
733,03/01/18,Perth Mint Spot,Gold,USD,Bid,High,1317.81
734,04/01/18,Perth Mint Spot,Gold,USD,Bid,High,1310.5
735,05/01/18,Perth Mint Spot,Gold,USD,Bid,High,1320.38
738,08/01/18,Perth Mint Spot,Gold,USD,Bid,High,1318.36
739,09/01/18,Perth Mint Spot,Gold,USD,Bid,High,1318.08
740,10/01/18,Perth Mint Spot,Gold,USD,Bid,High,1311.5
741,11/01/18,Perth Mint Spot,Gold,USD,Bid,High,1317.46
742,12/01/18,Perth Mint Spot,Gold,USD,Bid,High,1326.96
745,15/01/18,Perth Mint Spot,Gold,USD,Bid,High,1341.49
746,16/01/18,Perth Mint Spot,Gold,USD,Bid,High,1338.7
747,17/01/18,Perth Mint Spot,Gold,USD,Bid,High,1341.14
748,18/01/18,Perth Mint Spot,Gold,USD,Bid,High,1325.76
749,19/01/18,Perth Mint Spot,Gold,USD,Bid,High,1334.72
752,22/01/18,Perth Mint Spot,Gold,USD,Bid,High,1331.96
753,23/01/18,Perth Mint Spot,Gold,USD,Bid,High,1334.55
754,24/01/18,Perth Mint Spot,Gold,USD,Bid,High,1344.51
755,25/01/18,Perth Mint Spot,Gold,USD,Bid,High,1362.24
756,26/01/18,Perth Mint Spot,Gold,USD,Bid,High,1352.71
759,29/01/18,Perth Mint Spot,Gold,USD,Bid,High,1348.45
760,30/01/18,Perth Mint Spot,Gold,USD,Bid,High,1338.45
761,31/01/18,Perth Mint Spot,Gold,USD,Bid,High,1341.63
762,01/02/18,Perth Mint Spot,Gold,USD,Bid,High,1343.37
763,02/02/18,Perth Mint Spot,Gold,USD,Bid,High,1346.45
766,05/02/18,Perth Mint Spot,Gold,USD,Bid,High,1332.48
767,06/02/18,Perth Mint Spot,Gold,USD,Bid,High,1342.24
768,07/02/18,Perth Mint Spot,Gold,USD,Bid,High,1328.3
769,08/02/18,Perth Mint Spot,Gold,USD,Bid,High,1315.74
770,09/02/18,Perth Mint Spot,Gold,USD,Bid,High,1319.62
773,12/02/18,Perth Mint Spot,Gold,USD,Bid,High,1322.94
774,13/02/18,Perth Mint Spot,Gold,USD,Bid,High,1325.76
775,14/02/18,Perth Mint Spot,Gold,USD,Bid,High,1334.13
776,15/02/18,Perth Mint Spot,Gold,USD,Bid,High,1354.16
777,16/02/18,Perth Mint Spot,Gold,USD,Bid,High,1357.3
780,19/02/18,Perth Mint Spot,Gold,USD,Bid,High,1347.79
781,20/02/18,Perth Mint Spot,Gold,USD,Bid,High,1343.81
782,21/02/18,Perth Mint Spot,Gold,USD,Bid,High,1327.01
783,22/02/18,Perth Mint Spot,Gold,USD,Bid,High,1324.15
784,23/02/18,Perth Mint Spot,Gold,USD,Bid,High,1329.06
787,26/02/18,Perth Mint Spot,Gold,USD,Bid,High,1337.24
788,27/02/18,Perth Mint Spot,Gold,USD,Bid,High,1333.49
789,28/02/18,Perth Mint Spot,Gold,USD,Bid,High,1316.07
790,01/03/18,Perth Mint Spot,Gold,USD,Bid,High,1315.4
791,02/03/18,Perth Mint Spot,Gold,USD,Bid,High,1315.94
794,05/03/18,Perth Mint Spot,Gold,USD,Bid,High,1324.46
795,06/03/18,Perth Mint Spot,Gold,USD,Bid,High,1320.99
796,07/03/18,Perth Mint Spot,Gold,USD,Bid,High,1336.41
797,08/03/18,Perth Mint Spot,Gold,USD,Bid,High,1325.79
798,09/03/18,Perth Mint Spot,Gold,USD,Bid,High,1318.24
801,12/03/18,Perth Mint Spot,Gold,USD,Bid,High,1321.31
802,13/03/18,Perth Mint Spot,Gold,USD,Bid,High,1322.56
803,14/03/18,Perth Mint Spot,Gold,USD,Bid,High,1326.51
804,15/03/18,Perth Mint Spot,Gold,USD,Bid,High,1324.46
805,16/03/18,Perth Mint Spot,Gold,USD,Bid,High,1315.99
808,19/03/18,Perth Mint Spot,Gold,USD,Bid,High,1310.5
809,20/03/18,Perth Mint Spot,Gold,USD,Bid,High,1314.59
810,21/03/18,Perth Mint Spot,Gold,USD,Bid,High,1314.28
811,22/03/18,Perth Mint Spot,Gold,USD,Bid,High,1331.15
812,23/03/18,Perth Mint Spot,Gold,USD,Bid,High,1340.26
815,26/03/18,Perth Mint Spot,Gold,USD,Bid,High,1346.2
816,27/03/18,Perth Mint Spot,Gold,USD,Bid,High,1352.6
817,28/03/18,Perth Mint Spot,Gold,USD,Bid,High,1343.8
818,29/03/18,Perth Mint Spot,Gold,USD,Bid,High,1325.41
819,30/03/18,Perth Mint Spot,Gold,USD,Bid,High,1321.5
822,02/04/18,Perth Mint Spot,Gold,USD,Bid,High,1329.62
823,03/04/18,Perth Mint Spot,Gold,USD,Bid,High,1339.05
824,04/04/18,Perth Mint Spot,Gold,USD,Bid,High,1341.51
825,05/04/18,Perth Mint Spot,Gold,USD,Bid,High,1331.81
826,06/04/18,Perth Mint Spot,Gold,USD,Bid,High,1330.2
829,09/04/18,Perth Mint Spot,Gold,USD,Bid,High,1330.51
830,10/04/18,Perth Mint Spot,Gold,USD,Bid,High,1334.9
831,11/04/18,Perth Mint Spot,Gold,USD,Bid,High,1342.42
832,12/04/18,Perth Mint Spot,Gold,USD,Bid,High,1350.5
833,13/04/18,Perth Mint Spot,Gold,USD,Bid,High,1338.31
836,16/04/18,Perth Mint Spot,Gold,USD,Bid,High,1345.51
837,17/04/18,Perth Mint Spot,Gold,USD,Bid,High,1346.11
838,18/04/18,Perth Mint Spot,Gold,USD,Bid,High,1344.24
839,19/04/18,Perth Mint Spot,Gold,USD,Bid,High,1350.8
840,20/04/18,Perth Mint Spot,Gold,USD,Bid,High,1342.81
843,23/04/18,Perth Mint Spot,Gold,USD,Bid,High,1332.26
844,24/04/18,Perth Mint Spot,Gold,USD,Bid,High,1324.58
845,25/04/18,Perth Mint Spot,Gold,USD,Bid,High,1328.7
846,26/04/18,Perth Mint Spot,Gold,USD,Bid,High,1322.3
847,27/04/18,Perth Mint Spot,Gold,USD,Bid,High,1315.57
850,30/04/18,Perth Mint Spot,Gold,USD,Bid,High,1322.12
851,01/05/18,Perth Mint Spot,Gold,USD,Bid,High,1313.38
852,02/05/18,Perth Mint Spot,Gold,USD,Bid,High,1307.9
853,03/05/18,Perth Mint Spot,Gold,USD,Bid,High,1307.81
854,04/05/18,Perth Mint Spot,Gold,USD,Bid,High,1311.25
857,07/05/18,Perth Mint Spot,Gold,USD,Bid,High,1315.7
858,08/05/18,Perth Mint Spot,Gold,USD,Bid,High,1313.25
859,09/05/18,Perth Mint Spot,Gold,USD,Bid,High,1314.06
860,10/05/18,Perth Mint Spot,Gold,USD,Bid,High,1312.48
861,11/05/18,Perth Mint Spot,Gold,USD,Bid,High,1320.72
864,14/05/18,Perth Mint Spot,Gold,USD,Bid,High,1319.31
865,15/05/18,Perth Mint Spot,Gold,USD,Bid,High,1311.91
866,16/05/18,Perth Mint Spot,Gold,USD,Bid,High,1293.0
867,17/05/18,Perth Mint Spot,Gold,USD,Bid,High,1290.53
868,18/05/18,Perth Mint Spot,Gold,USD,Bid,High,1288.1
871,21/05/18,Perth Mint Spot,Gold,USD,Bid,High,1288.1
872,22/05/18,Perth Mint Spot,Gold,USD,Bid,High,1291.28
873,23/05/18,Perth Mint Spot,Gold,USD,Bid,High,1291.04
874,24/05/18,Perth Mint Spot,Gold,USD,Bid,High,1294.14
875,25/05/18,Perth Mint Spot,Gold,USD,Bid,High,1302.59
878,28/05/18,Perth Mint Spot,Gold,USD,Bid,High,1297.18
879,29/05/18,Perth Mint Spot,Gold,USD,Bid,High,1301.61
880,30/05/18,Perth Mint Spot,Gold,USD,Bid,High,1299.6
881,31/05/18,Perth Mint Spot,Gold,USD,Bid,High,1303.04
882,01/06/18,Perth Mint Spot,Gold,USD,Bid,High,1297.47
885,04/06/18,Perth Mint Spot,Gold,USD,Bid,High,1291.18
886,05/06/18,Perth Mint Spot,Gold,USD,Bid,High,1290.45
887,06/06/18,Perth Mint Spot,Gold,USD,Bid,High,1295.77
888,07/06/18,Perth Mint Spot,Gold,USD,Bid,High,1295.7
889,08/06/18,Perth Mint Spot,Gold,USD,Bid,High,1296.04
892,11/06/18,Perth Mint Spot,Gold,USD,Bid,High,1298.14
893,12/06/18,Perth Mint Spot,Gold,USD,Bid,High,1296.86
894,13/06/18,Perth Mint Spot,Gold,USD,Bid,High,1293.28
895,14/06/18,Perth Mint Spot,Gold,USD,Bid,High,1300.32
896,15/06/18,Perth Mint Spot,Gold,USD,Bid,High,1300.16
899,18/06/18,Perth Mint Spot,Gold,USD,Bid,High,1279.8
900,19/06/18,Perth Mint Spot,Gold,USD,Bid,High,1281.32
901,20/06/18,Perth Mint Spot,Gold,USD,Bid,High,1272.22
902,21/06/18,Perth Mint Spot,Gold,USD,Bid,High,1266.95
903,22/06/18,Perth Mint Spot,Gold,USD,Bid,High,1267.51
906,25/06/18,Perth Mint Spot,Gold,USD,Bid,High,1268.9
907,26/06/18,Perth Mint Spot,Gold,USD,Bid,High,1264.14
908,27/06/18,Perth Mint Spot,Gold,USD,Bid,High,1256.2
909,28/06/18,Perth Mint Spot,Gold,USD,Bid,High,1251.04
910,29/06/18,Perth Mint Spot,Gold,USD,Bid,High,1249.0
913,02/07/18,Perth Mint Spot,Gold,USD,Bid,High,1250.86
914,03/07/18,Perth Mint Spot,Gold,USD,Bid,High,1242.73
915,04/07/18,Perth Mint Spot,Gold,USD,Bid,High,1258.18
916,05/07/18,Perth Mint Spot,Gold,USD,Bid,High,1254.48
917,06/07/18,Perth Mint Spot,Gold,USD,Bid,High,1255.13
920,09/07/18,Perth Mint Spot,Gold,USD,Bid,High,1259.14
921,10/07/18,Perth Mint Spot,Gold,USD,Bid,High,1257.01
922,11/07/18,Perth Mint Spot,Gold,USD,Bid,High,1253.47
923,12/07/18,Perth Mint Spot,Gold,USD,Bid,High,1243.07
924,13/07/18,Perth Mint Spot,Gold,USD,Bid,High,1244.3
927,16/07/18,Perth Mint Spot,Gold,USD,Bid,High,1242.41
928,17/07/18,Perth Mint Spot,Gold,USD,Bid,High,1241.91
929,18/07/18,Perth Mint Spot,Gold,USD,Bid,High,1225.76
930,19/07/18,Perth Mint Spot,Gold,USD,Bid,High,1224.74
931,20/07/18,Perth Mint Spot,Gold,USD,Bid,High,1221.18
934,23/07/18,Perth Mint Spot,Gold,USD,Bid,High,1231.1
935,24/07/18,Perth Mint Spot,Gold,USD,Bid,High,1221.9
936,25/07/18,Perth Mint Spot,Gold,USD,Bid,High,1226.01
937,26/07/18,Perth Mint Spot,Gold,USD,Bid,High,1230.72
938,27/07/18,Perth Mint Spot,Gold,USD,Bid,High,1221.86
941,30/07/18,Perth Mint Spot,Gold,USD,Bid,High,1220.13
942,31/07/18,Perth Mint Spot,Gold,USD,Bid,High,1220.21
943,01/08/18,Perth Mint Spot,Gold,USD,Bid,High,1221.11
944,02/08/18,Perth Mint Spot,Gold,USD,Bid,High,1217.79
945,03/08/18,Perth Mint Spot,Gold,USD,Bid,High,1207.25
948,06/08/18,Perth Mint Spot,Gold,USD,Bid,High,1214.74
949,07/08/18,Perth Mint Spot,Gold,USD,Bid,High,1211.61
950,08/08/18,Perth Mint Spot,Gold,USD,Bid,High,1212.21
951,09/08/18,Perth Mint Spot,Gold,USD,Bid,High,1212.49
952,10/08/18,Perth Mint Spot,Gold,USD,Bid,High,1210.38
955,13/08/18,Perth Mint Spot,Gold,USD,Bid,High,1209.85
956,14/08/18,Perth Mint Spot,Gold,USD,Bid,High,1193.13
957,15/08/18,Perth Mint Spot,Gold,USD,Bid,High,1191.11
958,16/08/18,Perth Mint Spot,Gold,USD,Bid,High,1178.03
959,17/08/18,Perth Mint Spot,Gold,USD,Bid,High,1175.22
962,20/08/18,Perth Mint Spot,Gold,USD,Bid,High,1185.8
963,21/08/18,Perth Mint Spot,Gold,USD,Bid,High,1193.05
964,22/08/18,Perth Mint Spot,Gold,USD,Bid,High,1193.82
965,23/08/18,Perth Mint Spot,Gold,USD,Bid,High,1193.61
966,24/08/18,Perth Mint Spot,Gold,USD,Bid,High,1188.21
969,27/08/18,Perth Mint Spot,Gold,USD,Bid,High,1205.26
970,28/08/18,Perth Mint Spot,Gold,USD,Bid,High,1210.26
971,29/08/18,Perth Mint Spot,Gold,USD,Bid,High,1202.18
972,30/08/18,Perth Mint Spot,Gold,USD,Bid,High,1204.52
973,31/08/18,Perth Mint Spot,Gold,USD,Bid,High,1205.37
976,03/09/18,Perth Mint Spot,Gold,USD,Bid,High,1200.69
977,04/09/18,Perth Mint Spot,Gold,USD,Bid,High,1198.55
978,05/09/18,Perth Mint Spot,Gold,USD,Bid,High,1192.14
979,06/09/18,Perth Mint Spot,Gold,USD,Bid,High,1200.65
980,07/09/18,Perth Mint Spot,Gold,USD,Bid,High,1200.23
983,10/09/18,Perth Mint Spot,Gold,USD,Bid,High,1193.39
984,11/09/18,Perth Mint Spot,Gold,USD,Bid,High,1193.45
985,12/09/18,Perth Mint Spot,Gold,USD,Bid,High,1195.01
986,13/09/18,Perth Mint Spot,Gold,USD,Bid,High,1204.06
987,14/09/18,Perth Mint Spot,Gold,USD,Bid,High,1205.38
990,17/09/18,Perth Mint Spot,Gold,USD,Bid,High,1194.5
991,18/09/18,Perth Mint Spot,Gold,USD,Bid,High,1196.91
992,19/09/18,Perth Mint Spot,Gold,USD,Bid,High,1201.41
993,20/09/18,Perth Mint Spot,Gold,USD,Bid,High,1203.77
994,21/09/18,Perth Mint Spot,Gold,USD,Bid,High,1206.85
998,25/09/18,Perth Mint Spot,Gold,USD,Bid,High,1197.58
999,26/09/18,Perth Mint Spot,Gold,USD,Bid,High,1199.5
1000,27/09/18,Perth Mint Spot,Gold,USD,Bid,High,1195.56
1001,28/09/18,Perth Mint Spot,Gold,USD,Bid,High,1182.49
1004,01/10/18,Perth Mint Spot,Gold,USD,Bid,High,1188.01
1005,02/10/18,Perth Mint Spot,Gold,USD,Bid,High,1190.76
1006,03/10/18,Perth Mint Spot,Gold,USD,Bid,High,1205.16
1007,04/10/18,Perth Mint Spot,Gold,USD,Bid,High,1197.72
1008,05/10/18,Perth Mint Spot,Gold,USD,Bid,High,1196.94
1011,08/10/18,Perth Mint Spot,Gold,USD,Bid,High,1200.81
1012,09/10/18,Perth Mint Spot,Gold,USD,Bid,High,1188.41
1013,10/10/18,Perth Mint Spot,Gold,USD,Bid,High,1187.93
1014,11/10/18,Perth Mint Spot,Gold,USD,Bid,High,1195.76
1015,12/10/18,Perth Mint Spot,Gold,USD,Bid,High,1220.72
1018,15/10/18,Perth Mint Spot,Gold,USD,Bid,High,1227.46
1019,16/10/18,Perth Mint Spot,Gold,USD,Bid,High,1226.87
1020,17/10/18,Perth Mint Spot,Gold,USD,Bid,High,1224.74
1021,18/10/18,Perth Mint Spot,Gold,USD,Bid,High,1221.14
1022,19/10/18,Perth Mint Spot,Gold,USD,Bid,High,1226.34
1025,22/10/18,Perth Mint Spot,Gold,USD,Bid,High,1225.74
1026,23/10/18,Perth Mint Spot,Gold,USD,Bid,High,1233.16
1027,24/10/18,Perth Mint Spot,Gold,USD,Bid,High,1230.7
1028,25/10/18,Perth Mint Spot,Gold,USD,Bid,High,1235.06
1029,26/10/18,Perth Mint Spot,Gold,USD,Bid,High,1235.04
1032,29/10/18,Perth Mint Spot,Gold,USD,Bid,High,1232.3
1033,30/10/18,Perth Mint Spot,Gold,USD,Bid,High,1227.65
1034,31/10/18,Perth Mint Spot,Gold,USD,Bid,High,1220.08
1035,01/11/18,Perth Mint Spot,Gold,USD,Bid,High,1223.55
1036,02/11/18,Perth Mint Spot,Gold,USD,Bid,High,1231.65
1039,05/11/18,Perth Mint Spot,Gold,USD,Bid,High,1231.31
1040,06/11/18,Perth Mint Spot,Gold,USD,Bid,High,1231.71
1041,07/11/18,Perth Mint Spot,Gold,USD,Bid,High,1228.97
1042,08/11/18,Perth Mint Spot,Gold,USD,Bid,High,1224.11
1043,09/11/18,Perth Mint Spot,Gold,USD,Bid,High,1220.45
1046,12/11/18,Perth Mint Spot,Gold,USD,Bid,High,1208.51
1047,13/11/18,Perth Mint Spot,Gold,USD,Bid,High,1202.29
1048,14/11/18,Perth Mint Spot,Gold,USD,Bid,High,1201.36
1049,15/11/18,Perth Mint Spot,Gold,USD,Bid,High,1210.76
1050,16/11/18,Perth Mint Spot,Gold,USD,Bid,High,1213.01
1053,19/11/18,Perth Mint Spot,Gold,USD,Bid,High,1219.96
1054,20/11/18,Perth Mint Spot,Gold,USD,Bid,High,1222.75
1055,21/11/18,Perth Mint Spot,Gold,USD,Bid,High,1221.77
1056,22/11/18,Perth Mint Spot,Gold,USD,Bid,High,1225.38
1057,23/11/18,Perth Mint Spot,Gold,USD,Bid,High,1225.82
1060,26/11/18,Perth Mint Spot,Gold,USD,Bid,High,1224.36
1061,27/11/18,Perth Mint Spot,Gold,USD,Bid,High,1220.55
1062,28/11/18,Perth Mint Spot,Gold,USD,Bid,High,1212.8
1063,29/11/18,Perth Mint Spot,Gold,USD,Bid,High,1223.29
1064,30/11/18,Perth Mint Spot,Gold,USD,Bid,High,1222.59
1067,03/12/18,Perth Mint Spot,Gold,USD,Bid,High,1229.26
1068,04/12/18,Perth Mint Spot,Gold,USD,Bid,High,1236.14
1069,05/12/18,Perth Mint Spot,Gold,USD,Bid,High,1235.91
1070,06/12/18,Perth Mint Spot,Gold,USD,Bid,High,1237.76
1071,07/12/18,Perth Mint Spot,Gold,USD,Bid,High,1237.61
1074,10/12/18,Perth Mint Spot,Gold,USD,Bid,High,1247.06
1075,11/12/18,Perth Mint Spot,Gold,USD,Bid,High,1245.98
1076,12/12/18,Perth Mint Spot,Gold,USD,Bid,High,1242.84
1077,13/12/18,Perth Mint Spot,Gold,USD,Bid,High,1243.67
1078,14/12/18,Perth Mint Spot,Gold,USD,Bid,High,1239.81
1081,17/12/18,Perth Mint Spot,Gold,USD,Bid,High,1236.4
1082,18/12/18,Perth Mint Spot,Gold,USD,Bid,High,1246.02
1083,19/12/18,Perth Mint Spot,Gold,USD,Bid,High,1248.6
1084,20/12/18,Perth Mint Spot,Gold,USD,Bid,High,1246.56
1085,21/12/18,Perth Mint Spot,Gold,USD,Bid,High,1259.53
1088,24/12/18,Perth Mint Spot,Gold,USD,Bid,High,1261.61
1089,25/12/18,Perth Mint Spot,Gold,USD,Bid,High,1265.99
1090,26/12/18,Perth Mint Spot,Gold,USD,Bid,High,1271.58
1091,27/12/18,Perth Mint Spot,Gold,USD,Bid,High,1269.13
1092,28/12/18,Perth Mint Spot,Gold,USD,Bid,High,1278.82
1095,31/12/18,Perth Mint Spot,Gold,USD,Bid,High,1278.21
1096,01/01/19,Perth Mint Spot,Gold,USD,Bid,High,1279.67
1097,02/01/19,Perth Mint Spot,Gold,USD,Bid,High,1285.57
1098,03/01/19,Perth Mint Spot,Gold,USD,Bid,High,1289.64
1099,04/01/19,Perth Mint Spot,Gold,USD,Bid,High,1295.33
1102,07/01/19,Perth Mint Spot,Gold,USD,Bid,High,1288.94
1103,08/01/19,Perth Mint Spot,Gold,USD,Bid,High,1286.37
1104,09/01/19,Perth Mint Spot,Gold,USD,Bid,High,1283.54
